Flag,Player,Session,Score,Session Date
Actual,Player 4,Agility,10,29/06/2022
Actual,Player 4,Agility,9,30/06/2022
Actual,Player 4,Agility,9,1/7/2022
Actual,Player 4,Agility,4,4/7/2022
Actual,Player 4,Agility,10,5/7/2022
Actual,Player 4,Agility,5,6/7/2022
Carried over,Player 4,Agility,10,8/7/2022
Actual,Player 4,Agility,10,7/7/2022
Actual,Player 4,Agility,3,11/7/2022
Carried over,Player 4,Agility,8,13/07/2022
Actual,Player 4,Agility,8,12/7/2022
Carried over,Player 4,Agility,5,18/07/2022
Carried over,Player 4,Agility,5,15/07/2022
Actual,Player 4,Agility,5,14/07/2022
Actual,Player 4,Agility,7,19/07/2022
Actual,Player 4,Agility,4,20/07/2022
Actual,Player 4,Agility,10,21/07/2022
Carried over,Player 4,Agility,7,26/07/2022
Carried over,Player 4,Agility,7,25/07/2022
Actual,Player 4,Agility,7,22/07/2022
Actual,Player 13,Cardio,6,3/1/2022
Carried over,Player 13,Cardio,6,5/1/2022
Actual,Player 13,Cardio,6,4/1/2022
Actual,Player 13,Cardio,6,6/1/2022
Carried over,Player 13,Cardio,5,13/01/2022
Carried over,Player 13,Cardio,5,12/1/2022
Carried over,Player 13,Cardio,5,11/1/2022
Carried over,Player 13,Cardio,5,10/1/2022
Actual,Player 13,Cardio,5,7/1/2022
Actual,Player 13,Cardio,7,14/01/2022
Actual,Player 13,Cardio,5,17/01/2022
Actual,Player 13,Cardio,3,18/01/2022
Carried over,Player 13,Cardio,4,24/01/2022
Carried over,Player 13,Cardio,4,21/01/2022
Carried over,Player 13,Cardio,4,20/01/2022
Actual,Player 13,Cardio,4,19/01/2022
Actual,Player 13,Cardio,7,25/01/2022
Actual,Player 13,Cardio,10,26/01/2022
Carried over,Player 13,Cardio,9,28/01/2022
Actual,Player 13,Cardio,9,27/01/2022
Actual,Player 13,Cardio,7,31/01/2022
Actual,Player 13,Cardio,6,1/2/2022
Actual,Player 13,Cardio,3,2/2/2022
Carried over,Player 13,Cardio,9,4/2/2022
Actual,Player 13,Cardio,9,3/2/2022
Actual,Player 13,Cardio,7,7/2/2022
Actual,Player 13,Cardio,10,8/2/2022
Actual,Player 13,Cardio,9,9/2/2022
Carried over,Player 13,Cardio,8,11/2/2022
Actual,Player 13,Cardio,8,10/2/2022
Carried over,Player 13,Cardio,3,17/02/2022
Carried over,Player 13,Cardio,3,16/02/2022
Carried over,Player 13,Cardio,3,15/02/2022
Actual,Player 13,Cardio,3,14/02/2022
Actual,Player 13,Cardio,9,18/02/2022
Carried over,Player 13,Cardio,4,22/02/2022
Actual,Player 13,Cardio,4,21/02/2022
Actual,Player 13,Cardio,3,23/02/2022
Carried over,Player 13,Cardio,6,25/02/2022
Actual,Player 13,Cardio,6,24/02/2022
Actual,Player 13,Cardio,3,28/02/2022
Carried over,Player 13,Cardio,8,3/3/2022
Carried over,Player 13,Cardio,8,2/3/2022
Actual,Player 13,Cardio,8,1/3/2022
Actual,Player 13,Cardio,3,4/3/2022
Actual,Player 13,Cardio,4,7/3/2022
Actual,Player 13,Cardio,10,8/3/2022
Actual,Player 13,Cardio,4,9/3/2022
Actual,Player 13,Cardio,10,10/3/2022
Actual,Player 13,Cardio,3,11/3/2022
Carried over,Player 13,Cardio,4,15/03/2022
Actual,Player 13,Cardio,4,14/03/2022
Actual,Player 13,Cardio,4,16/03/2022
Carried over,Player 13,Cardio,9,18/03/2022
Actual,Player 13,Cardio,9,17/03/2022
Actual,Player 13,Cardio,5,21/03/2022
Carried over,Player 13,Cardio,8,25/03/2022
Carried over,Player 13,Cardio,8,24/03/2022
Carried over,Player 13,Cardio,8,23/03/2022
Actual,Player 13,Cardio,8,22/03/2022
Actual,Player 13,Cardio,4,28/03/2022
Carried over,Player 13,Cardio,10,30/03/2022
Actual,Player 13,Cardio,10,29/03/2022
Carried over,Player 13,Cardio,5,1/4/2022
Actual,Player 13,Cardio,5,31/03/2022
Actual,Player 13,Cardio,6,4/4/2022
Actual,Player 13,Cardio,7,5/4/2022
Carried over,Player 13,Cardio,7,7/4/2022
Actual,Player 13,Cardio,7,6/4/2022
Actual,Player 13,Cardio,7,8/4/2022
Actual,Player 13,Cardio,10,11/4/2022
Actual,Player 13,Cardio,10,12/4/2022
Actual,Player 13,Cardio,6,13/04/2022
Actual,Player 13,Cardio,5,14/04/2022
Actual,Player 13,Cardio,9,15/04/2022
Carried over,Player 13,Cardio,4,19/04/2022
Actual,Player 13,Cardio,4,18/04/2022
Carried over,Player 13,Cardio,6,21/04/2022
Actual,Player 13,Cardio,6,20/04/2022
Actual,Player 13,Cardio,5,22/04/2022
Actual,Player 13,Cardio,7,25/04/2022
Carried over,Player 13,Cardio,3,29/04/2022
Carried over,Player 13,Cardio,3,28/04/2022
Carried over,Player 13,Cardio,3,27/04/2022
Actual,Player 13,Cardio,3,26/04/2022
Actual,Player 13,Cardio,5,2/5/2022
Carried over,Player 13,Cardio,8,5/5/2022
Carried over,Player 13,Cardio,8,4/5/2022
Actual,Player 13,Cardio,8,3/5/2022
Actual,Player 13,Cardio,4,6/5/2022
Carried over,Player 13,Cardio,7,12/5/2022
Carried over,Player 13,Cardio,7,11/5/2022
Carried over,Player 13,Cardio,7,10/5/2022
Actual,Player 13,Cardio,7,9/5/2022
Actual,Player 13,Cardio,4,13/05/2022
Carried over,Player 13,Cardio,4,18/05/2022
Carried over,Player 13,Cardio,4,17/05/2022
Actual,Player 13,Cardio,4,16/05/2022
Actual,Player 13,Cardio,7,19/05/2022
Carried over,Player 13,Cardio,4,23/05/2022
Actual,Player 13,Cardio,4,20/05/2022
Actual,Player 13,Cardio,4,24/05/2022
Actual,Player 13,Cardio,10,25/05/2022
Carried over,Player 13,Cardio,10,1/6/2022
Carried over,Player 13,Cardio,10,31/05/2022
Carried over,Player 13,Cardio,10,30/05/2022
Carried over,Player 13,Cardio,10,27/05/2022
Actual,Player 13,Cardio,10,26/05/2022
Actual,Player 13,Cardio,6,2/6/2022
Actual,Player 13,Cardio,9,3/6/2022
Actual,Player 13,Cardio,8,6/6/2022
Actual,Player 13,Cardio,10,7/6/2022
Carried over,Player 13,Cardio,9,13/06/2022
Carried over,Player 13,Cardio,9,10/6/2022
Carried over,Player 13,Cardio,9,9/6/2022
Actual,Player 13,Cardio,9,8/6/2022
Actual,Player 13,Cardio,4,14/06/2022
Carried over,Player 13,Cardio,8,16/06/2022
Actual,Player 13,Cardio,8,15/06/2022
Actual,Player 13,Cardio,7,17/06/2022
Carried over,Player 13,Cardio,10,21/06/2022
Actual,Player 13,Cardio,10,20/06/2022
Carried over,Player 13,Cardio,3,24/06/2022
Carried over,Player 13,Cardio,3,23/06/2022
Actual,Player 13,Cardio,3,22/06/2022
Actual,Player 13,Cardio,6,27/06/2022
Carried over,Player 13,Cardio,7,29/06/2022
Actual,Player 13,Cardio,7,28/06/2022
Actual,Player 13,Cardio,10,30/06/2022
Actual,Player 13,Cardio,4,1/7/2022
Carried over,Player 13,Cardio,8,5/7/2022
Actual,Player 13,Cardio,8,4/7/2022
Carried over,Player 13,Cardio,8,7/7/2022
Actual,Player 13,Cardio,8,6/7/2022
Actual,Player 13,Cardio,5,8/7/2022
Carried over,Player 13,Cardio,5,12/7/2022
Actual,Player 13,Cardio,5,11/7/2022
Carried over,Player 13,Cardio,3,14/07/2022
Actual,Player 13,Cardio,3,13/07/2022
Carried over,Player 13,Cardio,3,20/07/2022
Carried over,Player 13,Cardio,3,19/07/2022
Carried over,Player 13,Cardio,3,18/07/2022
Actual,Player 13,Cardio,3,15/07/2022
Actual,Player 13,Cardio,6,21/07/2022
Actual,Player 13,Cardio,10,22/07/2022
Actual,Player 13,Cardio,5,25/07/2022
Actual,Player 13,Cardio,5,26/07/2022
Actual,Player 13,Cardio,4,27/07/2022
Carried over,Player 11,Cardio,5,5/1/2022
Actual,Player 11,Cardio,5,4/1/2022
Actual,Player 11,Cardio,10,6/1/2022
Actual,Player 11,Cardio,5,7/1/2022
Carried over,Player 11,Cardio,3,11/1/2022
Actual,Player 11,Cardio,3,10/1/2022
Actual,Player 11,Cardio,7,12/1/2022
Actual,Player 11,Cardio,3,13/01/2022
Actual,Player 11,Cardio,4,14/01/2022
Actual,Player 11,Cardio,10,17/01/2022
Actual,Player 11,Cardio,6,18/01/2022
Carried over,Player 11,Cardio,3,20/01/2022
Actual,Player 11,Cardio,3,19/01/2022
Actual,Player 11,Cardio,5,21/01/2022
Actual,Player 11,Cardio,10,24/01/2022
Carried over,Player 11,Cardio,8,26/01/2022
Actual,Player 11,Cardio,8,25/01/2022
Actual,Player 11,Cardio,4,27/01/2022
Carried over,Player 11,Cardio,3,31/01/2022
Actual,Player 11,Cardio,3,28/01/2022
Actual,Player 11,Cardio,10,1/2/2022
Carried over,Player 11,Cardio,4,3/2/2022
Actual,Player 11,Cardio,4,2/2/2022
Actual,Player 11,Cardio,5,4/2/2022
Actual,Player 11,Cardio,9,7/2/2022
Actual,Player 11,Cardio,9,8/2/2022
Carried over,Player 11,Cardio,7,14/02/2022
Carried over,Player 11,Cardio,7,11/2/2022
Carried over,Player 11,Cardio,7,10/2/2022
Actual,Player 11,Cardio,7,9/2/2022
Actual,Player 11,Cardio,7,15/02/2022
Actual,Player 11,Cardio,5,16/02/2022
Carried over,Player 11,Cardio,4,21/02/2022
Carried over,Player 11,Cardio,4,18/02/2022
Actual,Player 11,Cardio,4,17/02/2022
Actual,Player 11,Cardio,5,22/02/2022
Carried over,Player 11,Cardio,3,25/02/2022
Carried over,Player 11,Cardio,3,24/02/2022
Actual,Player 11,Cardio,3,23/02/2022
Actual,Player 11,Cardio,8,28/02/2022
Actual,Player 11,Cardio,10,1/3/2022
Actual,Player 11,Cardio,9,2/3/2022
Actual,Player 11,Cardio,8,3/3/2022
Actual,Player 11,Cardio,6,4/3/2022
Carried over,Player 11,Cardio,6,8/3/2022
Actual,Player 11,Cardio,6,7/3/2022
Actual,Player 11,Cardio,8,9/3/2022
Actual,Player 11,Cardio,9,10/3/2022
Carried over,Player 11,Cardio,9,14/03/2022
Actual,Player 11,Cardio,9,11/3/2022
Carried over,Player 11,Cardio,4,18/03/2022
Carried over,Player 11,Cardio,4,17/03/2022
Carried over,Player 11,Cardio,4,16/03/2022
Actual,Player 11,Cardio,4,15/03/2022
Carried over,Player 11,Cardio,7,22/03/2022
Actual,Player 11,Cardio,7,21/03/2022
Actual,Player 11,Cardio,9,23/03/2022
Actual,Player 11,Cardio,9,24/03/2022
Actual,Player 11,Cardio,7,25/03/2022
Actual,Player 11,Cardio,10,28/03/2022
Carried over,Player 11,Cardio,3,30/03/2022
Actual,Player 11,Cardio,3,29/03/2022
Actual,Player 11,Cardio,9,31/03/2022
Actual,Player 11,Cardio,3,1/4/2022
Carried over,Player 11,Cardio,3,5/4/2022
Actual,Player 11,Cardio,3,4/4/2022
Actual,Player 11,Cardio,3,6/4/2022
Carried over,Player 11,Cardio,10,8/4/2022
Actual,Player 11,Cardio,10,7/4/2022
Actual,Player 11,Cardio,9,11/4/2022
Actual,Player 11,Cardio,3,12/4/2022
Actual,Player 11,Cardio,6,13/04/2022
Carried over,Player 11,Cardio,5,15/04/2022
Actual,Player 11,Cardio,5,14/04/2022
Carried over,Player 11,Cardio,3,19/04/2022
Actual,Player 11,Cardio,3,18/04/2022
Actual,Player 11,Cardio,3,20/04/2022
Carried over,Player 11,Cardio,9,22/04/2022
Actual,Player 11,Cardio,9,21/04/2022
Actual,Player 11,Cardio,6,25/04/2022
Actual,Player 11,Cardio,6,26/04/2022
Carried over,Player 11,Cardio,9,28/04/2022
Actual,Player 11,Cardio,9,27/04/2022
Carried over,Player 11,Cardio,9,2/5/2022
Actual,Player 11,Cardio,9,29/04/2022
Actual,Player 11,Cardio,6,3/5/2022
Carried over,Player 11,Cardio,5,5/5/2022
Actual,Player 11,Cardio,5,4/5/2022
Carried over,Player 11,Cardio,8,9/5/2022
Actual,Player 11,Cardio,8,6/5/2022
Actual,Player 11,Cardio,5,10/5/2022
Carried over,Player 11,Cardio,7,16/05/2022
Carried over,Player 11,Cardio,7,13/05/2022
Carried over,Player 11,Cardio,7,12/5/2022
Actual,Player 11,Cardio,7,11/5/2022
Carried over,Player 11,Cardio,3,18/05/2022
Actual,Player 11,Cardio,3,17/05/2022
Carried over,Player 11,Cardio,3,20/05/2022
Actual,Player 11,Cardio,3,19/05/2022
Actual,Player 11,Cardio,9,23/05/2022
Actual,Player 11,Cardio,9,24/05/2022
Actual,Player 11,Cardio,8,25/05/2022
Actual,Player 11,Cardio,3,26/05/2022
Actual,Player 11,Cardio,4,27/05/2022
Actual,Player 11,Cardio,7,30/05/2022
Actual,Player 11,Cardio,10,31/05/2022
Carried over,Player 11,Cardio,3,3/6/2022
Carried over,Player 11,Cardio,3,2/6/2022
Actual,Player 11,Cardio,3,1/6/2022
Actual,Player 11,Cardio,4,6/6/2022
Actual,Player 11,Cardio,4,7/6/2022
Carried over,Player 11,Cardio,5,10/6/2022
Carried over,Player 11,Cardio,5,9/6/2022
Actual,Player 11,Cardio,5,8/6/2022
Actual,Player 11,Cardio,8,13/06/2022
Actual,Player 11,Cardio,5,14/06/2022
Actual,Player 11,Cardio,8,15/06/2022
Carried over,Player 11,Cardio,6,20/06/2022
Carried over,Player 11,Cardio,6,17/06/2022
Actual,Player 11,Cardio,6,16/06/2022
Actual,Player 11,Cardio,3,21/06/2022
Carried over,Player 11,Cardio,10,24/06/2022
Carried over,Player 11,Cardio,10,23/06/2022
Actual,Player 11,Cardio,10,22/06/2022
Actual,Player 11,Cardio,10,27/06/2022
Actual,Player 11,Cardio,7,28/06/2022
Actual,Player 11,Cardio,5,29/06/2022
Actual,Player 11,Cardio,4,30/06/2022
Actual,Player 11,Cardio,9,1/7/2022
Carried over,Player 11,Cardio,3,5/7/2022
Actual,Player 11,Cardio,3,4/7/2022
Actual,Player 11,Cardio,4,6/7/2022
Carried over,Player 11,Cardio,3,11/7/2022
Carried over,Player 11,Cardio,3,8/7/2022
Actual,Player 11,Cardio,3,7/7/2022
Actual,Player 11,Cardio,10,12/7/2022
Actual,Player 11,Cardio,7,13/07/2022
Actual,Player 11,Cardio,5,14/07/2022
Actual,Player 11,Cardio,5,15/07/2022
Actual,Player 11,Cardio,8,18/07/2022
Actual,Player 11,Cardio,9,19/07/2022
Carried over,Player 11,Cardio,4,21/07/2022
Actual,Player 11,Cardio,4,20/07/2022
Actual,Player 11,Cardio,9,22/07/2022
Actual,Player 11,Cardio,7,25/07/2022
Actual,Player 11,Cardio,8,26/07/2022
Carried over,Player 11,Cardio,6,28/07/2022
Actual,Player 11,Cardio,6,27/07/2022
Actual,Player 2,Strength Building,9,3/1/2022
Actual,Player 2,Strength Building,8,4/1/2022
Actual,Player 2,Strength Building,7,5/1/2022
Carried over,Player 2,Strength Building,5,7/1/2022
Actual,Player 2,Strength Building,5,6/1/2022
Actual,Player 2,Strength Building,9,10/1/2022
Actual,Player 2,Strength Building,5,11/1/2022
Actual,Player 2,Strength Building,4,12/1/2022
Actual,Player 2,Strength Building,3,13/01/2022
Actual,Player 2,Strength Building,10,14/01/2022
Actual,Player 2,Strength Building,4,17/01/2022
Actual,Player 2,Strength Building,7,18/01/2022
Actual,Player 2,Strength Building,4,19/01/2022
Actual,Player 2,Strength Building,10,20/01/2022
Actual,Player 2,Strength Building,9,21/01/2022
Carried over,Player 2,Strength Building,8,25/01/2022
Actual,Player 2,Strength Building,8,24/01/2022
Carried over,Player 2,Strength Building,10,27/01/2022
Actual,Player 2,Strength Building,10,26/01/2022
Actual,Player 2,Strength Building,6,28/01/2022
Actual,Player 2,Strength Building,3,31/01/2022
Actual,Player 2,Strength Building,6,1/2/2022
Actual,Player 2,Strength Building,3,2/2/2022
Actual,Player 2,Strength Building,4,3/2/2022
Carried over,Player 2,Strength Building,9,8/2/2022
Carried over,Player 2,Strength Building,9,7/2/2022
Actual,Player 2,Strength Building,9,4/2/2022
Actual,Player 2,Strength Building,9,9/2/2022
Actual,Player 2,Strength Building,6,10/2/2022
Carried over,Player 2,Strength Building,4,16/02/2022
Carried over,Player 2,Strength Building,4,15/02/2022
Carried over,Player 2,Strength Building,4,14/02/2022
Actual,Player 2,Strength Building,4,11/2/2022
Actual,Player 2,Strength Building,8,17/02/2022
Actual,Player 2,Strength Building,7,18/02/2022
Carried over,Player 2,Strength Building,5,23/02/2022
Carried over,Player 2,Strength Building,5,22/02/2022
Actual,Player 2,Strength Building,5,21/02/2022
Actual,Player 2,Strength Building,6,24/02/2022
Carried over,Player 2,Strength Building,3,3/3/2022
Carried over,Player 2,Strength Building,3,2/3/2022
Carried over,Player 2,Strength Building,3,1/3/2022
Carried over,Player 2,Strength Building,3,28/02/2022
Actual,Player 2,Strength Building,3,25/02/2022
Actual,Player 2,Strength Building,5,4/3/2022
Actual,Player 2,Strength Building,6,7/3/2022
Carried over,Player 2,Strength Building,10,9/3/2022
Actual,Player 2,Strength Building,10,8/3/2022
Carried over,Player 2,Strength Building,9,11/3/2022
Actual,Player 2,Strength Building,9,10/3/2022
Actual,Player 2,Strength Building,5,14/03/2022
Carried over,Player 2,Strength Building,7,16/03/2022
Actual,Player 2,Strength Building,7,15/03/2022
Actual,Player 2,Strength Building,7,17/03/2022
Carried over,Player 2,Strength Building,4,21/03/2022
Actual,Player 2,Strength Building,4,18/03/2022
Actual,Player 2,Strength Building,7,22/03/2022
Actual,Player 2,Strength Building,3,23/03/2022
Actual,Player 2,Strength Building,7,24/03/2022
Actual,Player 2,Strength Building,8,25/03/2022
Actual,Player 2,Strength Building,6,28/03/2022
Carried over,Player 2,Strength Building,8,4/4/2022
Carried over,Player 2,Strength Building,8,1/4/2022
Carried over,Player 2,Strength Building,8,31/03/2022
Carried over,Player 2,Strength Building,8,30/03/2022
Actual,Player 2,Strength Building,8,29/03/2022
Actual,Player 2,Strength Building,6,5/4/2022
Actual,Player 2,Strength Building,8,6/4/2022
Actual,Player 2,Strength Building,7,7/4/2022
Carried over,Player 2,Strength Building,4,12/4/2022
Carried over,Player 2,Strength Building,4,11/4/2022
Actual,Player 2,Strength Building,4,8/4/2022
Actual,Player 2,Strength Building,3,13/04/2022
Actual,Player 2,Strength Building,3,14/04/2022
Actual,Player 2,Strength Building,7,15/04/2022
Actual,Player 2,Strength Building,8,18/04/2022
Carried over,Player 2,Strength Building,8,20/04/2022
Actual,Player 2,Strength Building,8,19/04/2022
Carried over,Player 2,Strength Building,10,22/04/2022
Actual,Player 2,Strength Building,10,21/04/2022
Actual,Player 2,Strength Building,3,25/04/2022
Actual,Player 2,Strength Building,4,26/04/2022
Actual,Player 2,Strength Building,3,27/04/2022
Carried over,Player 2,Strength Building,7,29/04/2022
Actual,Player 2,Strength Building,7,28/04/2022
Carried over,Player 2,Strength Building,4,3/5/2022
Actual,Player 2,Strength Building,4,2/5/2022
Actual,Player 2,Strength Building,9,4/5/2022
Carried over,Player 2,Strength Building,10,6/5/2022
Actual,Player 2,Strength Building,10,5/5/2022
Actual,Player 2,Strength Building,6,9/5/2022
Actual,Player 2,Strength Building,9,10/5/2022
Carried over,Player 2,Strength Building,4,13/05/2022
Carried over,Player 2,Strength Building,4,12/5/2022
Actual,Player 2,Strength Building,4,11/5/2022
Actual,Player 2,Strength Building,5,16/05/2022
Carried over,Player 2,Strength Building,9,19/05/2022
Carried over,Player 2,Strength Building,9,18/05/2022
Actual,Player 2,Strength Building,9,17/05/2022
Actual,Player 2,Strength Building,9,20/05/2022
Actual,Player 2,Strength Building,3,23/05/2022
Actual,Player 2,Strength Building,6,24/05/2022
Actual,Player 2,Strength Building,3,25/05/2022
Actual,Player 2,Strength Building,5,26/05/2022
Actual,Player 2,Strength Building,8,27/05/2022
Carried over,Player 2,Strength Building,6,2/6/2022
Carried over,Player 2,Strength Building,6,1/6/2022
Carried over,Player 2,Strength Building,6,31/05/2022
Actual,Player 2,Strength Building,6,30/05/2022
Actual,Player 2,Strength Building,6,3/6/2022
Carried over,Player 2,Strength Building,3,8/6/2022
Carried over,Player 2,Strength Building,3,7/6/2022
Actual,Player 2,Strength Building,3,6/6/2022
Actual,Player 2,Strength Building,6,9/6/2022
Carried over,Player 2,Strength Building,6,14/06/2022
Carried over,Player 2,Strength Building,6,13/06/2022
Actual,Player 2,Strength Building,6,10/6/2022
Actual,Player 2,Strength Building,3,15/06/2022
Actual,Player 2,Strength Building,4,16/06/2022
Carried over,Player 2,Strength Building,7,22/06/2022
Carried over,Player 2,Strength Building,7,21/06/2022
Carried over,Player 2,Strength Building,7,20/06/2022
Actual,Player 2,Strength Building,7,17/06/2022
Actual,Player 2,Strength Building,7,23/06/2022
Actual,Player 2,Strength Building,5,24/06/2022
Actual,Player 2,Strength Building,10,27/06/2022
Actual,Player 2,Strength Building,6,28/06/2022
Carried over,Player 2,Strength Building,5,30/06/2022
Actual,Player 2,Strength Building,5,29/06/2022
Carried over,Player 2,Strength Building,5,4/7/2022
Actual,Player 2,Strength Building,5,1/7/2022
Carried over,Player 2,Strength Building,6,6/7/2022
Actual,Player 2,Strength Building,6,5/7/2022
Actual,Player 2,Strength Building,9,7/7/2022
Carried over,Player 2,Strength Building,6,11/7/2022
Actual,Player 2,Strength Building,6,8/7/2022
Carried over,Player 2,Strength Building,10,13/07/2022
Actual,Player 2,Strength Building,10,12/7/2022
Actual,Player 2,Strength Building,7,14/07/2022
Carried over,Player 2,Strength Building,8,18/07/2022
Actual,Player 2,Strength Building,8,15/07/2022
Actual,Player 2,Strength Building,4,19/07/2022
Actual,Player 2,Strength Building,4,20/07/2022
Actual,Player 2,Strength Building,9,21/07/2022
Actual,Player 2,Strength Building,4,22/07/2022
Carried over,Player 2,Strength Building,3,26/07/2022
Actual,Player 2,Strength Building,3,25/07/2022
Actual,Player 2,Strength Building,10,27/07/2022
Actual,Player 2,Strength Building,5,28/07/2022
Carried over,Player 4,Strength Building,7,4/1/2022
Actual,Player 4,Strength Building,7,3/1/2022
Actual,Player 4,Strength Building,10,5/1/2022
Carried over,Player 4,Strength Building,3,7/1/2022
Actual,Player 4,Strength Building,3,6/1/2022
Actual,Player 4,Strength Building,9,10/1/2022
Carried over,Player 4,Strength Building,7,14/01/2022
Carried over,Player 4,Strength Building,7,13/01/2022
Carried over,Player 4,Strength Building,7,12/1/2022
Actual,Player 4,Strength Building,7,11/1/2022
Actual,Player 4,Strength Building,3,17/01/2022
Actual,Player 4,Strength Building,7,18/01/2022
Actual,Player 4,Strength Building,8,19/01/2022
Actual,Player 4,Strength Building,9,20/01/2022
Carried over,Player 4,Strength Building,7,24/01/2022
Actual,Player 4,Strength Building,7,21/01/2022
Actual,Player 4,Strength Building,5,25/01/2022
Actual,Player 4,Strength Building,8,26/01/2022
Actual,Player 4,Strength Building,5,27/01/2022
Actual,Player 4,Strength Building,7,28/01/2022
Carried over,Player 4,Strength Building,6,3/2/2022
Carried over,Player 4,Strength Building,6,2/2/2022
Carried over,Player 4,Strength Building,6,1/2/2022
Actual,Player 4,Strength Building,6,31/01/2022
Carried over,Player 4,Strength Building,6,8/2/2022
Carried over,Player 4,Strength Building,6,7/2/2022
Actual,Player 4,Strength Building,6,4/2/2022
Carried over,Player 4,Strength Building,7,11/2/2022
Carried over,Player 4,Strength Building,7,10/2/2022
Actual,Player 4,Strength Building,7,9/2/2022
Actual,Player 4,Strength Building,7,14/02/2022
Actual,Player 4,Strength Building,3,15/02/2022
Actual,Player 4,Strength Building,7,16/02/2022
Actual,Player 4,Strength Building,7,17/02/2022
Carried over,Player 4,Strength Building,5,21/02/2022
Actual,Player 4,Strength Building,5,18/02/2022
Actual,Player 4,Strength Building,10,22/02/2022
Carried over,Player 4,Strength Building,9,24/02/2022
Actual,Player 4,Strength Building,9,23/02/2022
Actual,Player 4,Strength Building,6,25/02/2022
Actual,Player 4,Strength Building,5,28/02/2022
Carried over,Player 4,Strength Building,5,2/3/2022
Actual,Player 4,Strength Building,5,1/3/2022
Actual,Player 4,Strength Building,7,3/3/2022
Actual,Player 4,Strength Building,7,4/3/2022
Actual,Player 4,Strength Building,9,7/3/2022
Actual,Player 4,Strength Building,3,8/3/2022
Actual,Player 4,Strength Building,3,9/3/2022
Actual,Player 4,Strength Building,6,10/3/2022
Carried over,Player 4,Strength Building,6,14/03/2022
Actual,Player 4,Strength Building,6,11/3/2022
Actual,Player 4,Strength Building,3,15/03/2022
Actual,Player 4,Strength Building,7,16/03/2022
Actual,Player 4,Strength Building,6,17/03/2022
Actual,Player 4,Strength Building,5,18/03/2022
Actual,Player 4,Strength Building,4,21/03/2022
Carried over,Player 4,Strength Building,9,23/03/2022
Actual,Player 4,Strength Building,9,22/03/2022
Actual,Player 4,Strength Building,4,24/03/2022
Actual,Player 4,Strength Building,5,25/03/2022
Actual,Player 4,Strength Building,9,28/03/2022
Actual,Player 4,Strength Building,9,29/03/2022
Carried over,Player 4,Strength Building,5,1/4/2022
Carried over,Player 4,Strength Building,5,31/03/2022
Actual,Player 4,Strength Building,5,30/03/2022
Actual,Player 4,Strength Building,10,4/4/2022
Carried over,Player 4,Strength Building,6,6/4/2022
Actual,Player 4,Strength Building,6,5/4/2022
Actual,Player 4,Strength Building,10,7/4/2022
Actual,Player 4,Strength Building,7,8/4/2022
Carried over,Player 4,Strength Building,3,13/04/2022
Carried over,Player 4,Strength Building,3,12/4/2022
Actual,Player 4,Strength Building,3,11/4/2022
Actual,Player 4,Strength Building,8,14/04/2022
Actual,Player 4,Strength Building,9,15/04/2022
Actual,Player 4,Strength Building,6,18/04/2022
Actual,Player 4,Strength Building,5,19/04/2022
Carried over,Player 4,Strength Building,4,21/04/2022
Actual,Player 4,Strength Building,4,20/04/2022
Actual,Player 4,Strength Building,8,22/04/2022
Actual,Player 4,Strength Building,8,25/04/2022
Carried over,Player 4,Strength Building,7,27/04/2022
Actual,Player 4,Strength Building,7,26/04/2022
Actual,Player 4,Strength Building,8,28/04/2022
Carried over,Player 4,Strength Building,8,2/5/2022
Actual,Player 4,Strength Building,8,29/04/2022
Actual,Player 4,Strength Building,3,3/5/2022
Carried over,Player 4,Strength Building,5,5/5/2022
Actual,Player 4,Strength Building,5,4/5/2022
Actual,Player 4,Strength Building,3,6/5/2022
Carried over,Player 4,Strength Building,5,11/5/2022
Carried over,Player 4,Strength Building,5,10/5/2022
Actual,Player 4,Strength Building,5,9/5/2022
Carried over,Player 4,Strength Building,5,13/05/2022
Actual,Player 4,Strength Building,5,12/5/2022
Carried over,Player 4,Strength Building,3,19/05/2022
Carried over,Player 4,Strength Building,3,18/05/2022
Carried over,Player 4,Strength Building,3,17/05/2022
Actual,Player 4,Strength Building,3,16/05/2022
Carried over,Player 4,Strength Building,5,23/05/2022
Actual,Player 4,Strength Building,5,20/05/2022
Actual,Player 4,Strength Building,8,24/05/2022
Carried over,Player 4,Strength Building,7,27/05/2022
Carried over,Player 4,Strength Building,7,26/05/2022
Actual,Player 4,Strength Building,7,25/05/2022
Actual,Player 4,Strength Building,4,30/05/2022
Actual,Player 4,Strength Building,7,31/05/2022
Actual,Player 4,Strength Building,4,1/6/2022
Actual,Player 4,Strength Building,4,2/6/2022
Carried over,Player 4,Strength Building,9,7/6/2022
Carried over,Player 4,Strength Building,9,6/6/2022
Actual,Player 4,Strength Building,9,3/6/2022
Actual,Player 4,Strength Building,8,8/6/2022
Actual,Player 4,Strength Building,6,9/6/2022
Actual,Player 4,Strength Building,5,10/6/2022
Actual,Player 4,Strength Building,3,13/06/2022
Actual,Player 4,Strength Building,8,14/06/2022
Actual,Player 4,Strength Building,10,15/06/2022
Carried over,Player 4,Strength Building,9,20/06/2022
Carried over,Player 4,Strength Building,9,17/06/2022
Actual,Player 4,Strength Building,9,16/06/2022
Actual,Player 4,Strength Building,3,21/06/2022
Carried over,Player 4,Strength Building,3,27/06/2022
