Total Ticket Price,Ticket Price Variance to Meal Deal Earnings,Total Meal Deal Earnings,Total Excess,TicketID,MemberID
18.5,-0.25,5,13.75,201176,0
29,-23,5,47,310896,998910
11,1.5,5,4.5,322268,0
12,-1.75,5,8.75,222983,0
21,0,10,11,211258,0
24,-10,5,29,311870,0
18,-1,5,14,110885,992002
16,-1.67,5,12.67,107268,0
17,0.67,10,6.33,225545,0
21.5,-6,5,22.5,129988,0
40,-28.3,10,58.3,204977,0
29.5,-18.63,5,43.13,323880,0
32,-8.33,10,30.33,228204,994331
31,-17.2,5,43.2,214685,0
19,-0.5,10,9.5,301822,0
16.5,-0.25,10,6.75,100761,0
12,0,5,7,117866,997829
26.5,-3,5,24.5,217061,0
11,0.42,5,5.58,324439,0
12,-1,5,8,203810,0
28.5,-1.5,15,15,108025,0
24.5,0.5,15,9,319505,991256
27,-4.4,10,21.4,226636,992384
17.5,-8,5,20.5,214470,996007
16,-2,5,13,208962,0
23.5,-1,5,19.5,115023,998034
19.5,2,15,2.5,119129,0
14,-1.5,5,10.5,306043,998337
22.5,-2.88,5,20.38,129400,0
33.5,6.1,20,7.4,108357,0
22.5,2.42,15,5.08,211846,0
31,-1,15,17,215972,0
21.5,-2,10,13.5,314628,990919
12.5,-0.75,5,8.25,209662,0
9,1.33,5,2.67,209923,0
19,0,5,14,327822,0
9,1.25,5,2.75,216870,0
24,-5.5,5,24.5,324075,0
26.5,-15.25,10,31.75,204001,0
15.5,1,10,4.5,225680,990955
20,-0.13,10,10.13,222022,0
9,1,5,3,204359,995845
17.5,0.9,5,11.6,205325,0
21.5,-28,5,44.5,207114,0
26,-3.5,5,24.5,315918,0
21,0.75,15,5.25,328075,993844
6,1,5,0,103291,997621
7.5,0.25,5,2.25,128765,0
12.5,-0.25,5,7.75,321066,998319
11.5,-0.25,5,6.75,112073,0
8.5,1.75,5,1.75,205490,999971
17,-3,5,15,328716,0
11.5,0.92,5,5.58,123799,991342
19.5,1.67,10,7.83,117358,0
16,-10,5,21,322786,0
9.5,1.5,5,3,316409,991505
12.5,2.5,10,0,107834,0
12,1.08,5,5.92,328433,0
20.5,2.08,10,8.42,229687,994601
18.5,3.25,10,5.25,313850,0
13.5,0.62,5,7.88,300472,0
14,-6,5,15,108736,0
12,0,5,7,219432,0
12.5,1.25,5,6.25,214216,991634
18,2.17,10,5.83,225738,0
22.5,-9.5,10,22,300999,0
16,1.5,10,4.5,129799,0
8,-0.33,5,3.33,307935,0
25.5,-4.17,10,19.67,202851,0
14.5,-2.5,5,12,224956,0
25.5,-12.17,5,32.67,105430,0
17,-1,5,13,324500,0
16,1.83,10,4.17,224299,0
25,-4,15,14,202891,0
10.5,0.83,5,4.67,316443,0
18,-1.75,5,14.75,112675,999876
16,-8,5,19,306497,0
13.5,1.5,5,7,210155,0
22.5,0.67,10,11.83,106832,0
16.5,1.83,5,9.67,108584,0
14,-3,5,12,130031,0
16.5,0.7,5,10.8,107373,997411
10.5,1.25,5,4.25,207330,0
23.5,2.3,10,11.2,116604,0
10.5,1,5,4.5,222126,0
22.5,-3.17,5,20.67,114214,0
16.5,1.67,10,4.83,213556,0
18.5,3.67,10,4.83,123492,0
31.5,-20.13,5,46.63,119659,995558
18,2.5,5,10.5,327782,0
28.5,1.6,15,11.9,222547,0
13,1.25,5,6.75,104132,0
25,-3,10,18,317028,0
11.5,1.42,5,5.08,202097,0
15.5,-3.17,5,13.67,307767,0
17,1,10,6,226720,0
20,-3.2,5,18.2,307272,0
21,-3,5,19,314768,0
8,0.75,5,2.25,200187,999403
11.5,0.5,5,6,328468,994055
17.5,2,10,5.5,109738,0
12,0,5,7,218994,990257
10,3,5,2,223401,0
12,0.67,10,1.33,308804,997650
16.5,0.17,10,6.33,127208,0
28,4.85,15,8.15,202510,0
13.5,3.5,10,0,209430,0
27.5,2,15,10.5,110413,996670
14,-1.5,5,10.5,125892,998509
17.5,-0.17,5,12.67,322295,0
9,0.5,5,3.5,311402,0
13.5,0.83,5,7.67,212972,0
13,1.67,5,6.33,111905,0
35.5,-0.6,15,21.1,117382,0
15,2.5,10,2.5,224852,0
31,-10.5,10,31.5,229557,0
11,1,5,5,105058,0
23.5,-0.33,10,13.83,319040,0
22,2.67,10,9.33,120531,0
20.5,-3.25,5,18.75,219875,0
37,-8.79,10,35.79,200665,0
10,2,5,3,216598,996024
10,-2.5,5,7.5,205556,995195
19,-6.63,5,20.63,324324,993819
20.5,2,15,3.5,322902,0
17,0,5,12,221938,0
10.5,1.25,5,4.25,117722,0
14.5,-0.75,5,10.25,218470,0
10.5,1,5,4.5,314432,999324
24,-6,10,20,201099,996007
13.5,-1.5,5,10,300044,0
29.5,-1.83,15,16.33,215568,0
19,-3.67,5,17.67,222223,0
17,0,10,7,108273,0
14,2.17,10,1.83,309225,0
20.5,-7.58,5,23.08,123207,0
22,-3.33,10,15.33,115137,991235
21,1.7,10,9.3,113403,998165
5.5,-1,5,1.5,325282,0
13,1.33,10,1.67,308375,998416
15,0.67,10,4.33,306786,0
7,-0.67,5,2.67,111741,0
18,-0.67,10,8.67,317629,0
15,-1.67,5,11.67,114554,0
20.5,1,10,9.5,301878,991011
22.5,-5.9,5,23.4,318527,0
19.5,-6.33,5,20.83,118764,994616
26.5,-4.75,10,21.25,207038,0
20,2.8,10,7.2,308075,0
22.5,-1.83,10,14.33,109323,0
18.5,-6.1,5,19.6,220190,0
13,-1,5,9,311606,0
16,1.5,10,4.5,204586,0
13,1,5,7,300659,0
15,-2.5,5,12.5,304922,0
18.5,0.17,10,8.33,105631,0
29,2.4,15,11.6,104295,992535
10,1.67,5,3.33,214426,0
18.5,-0.33,10,8.83,300035,0
10.5,1.5,5,4,205257,0
16,1.67,5,9.33,124362,0
10,1.67,5,3.33,203224,0
20,1.5,5,13.5,201762,0
23.5,-3.3,10,16.8,320409,999703
26,6,20,0,216733,0
17,2.67,10,4.33,329672,0
21,-6.5,10,17.5,124016,991437
21,-1.2,10,12.2,223207,999752
14.5,2.83,10,1.67,219862,998856
7.5,1,5,1.5,327989,0
17,1.67,10,5.33,108923,0
13,-0.75,5,8.75,228214,0
9,1,5,3,319651,0
11,-0.25,5,6.25,218473,0
14,-1.5,5,10.5,309222,0
15.5,-0.17,5,10.67,222208,0
13,0,5,8,106499,0
31,-3.75,15,19.75,201954,993530
34,-5.83,15,24.83,215013,0
8,1.5,5,1.5,128313,0
17,-3.33,10,10.33,310942,0
33,-4.5,10,27.5,320220,0
23.5,-1,5,19.5,307483,0
7.5,-0.5,5,3,313284,0
9.5,1.5,5,3,113930,0
16.5,-1.5,10,8,318512,0
29,-6.42,5,30.42,213863,0
27.5,4.17,15,8.33,328522,0
23,-3,5,21,211517,0
24,-1,10,15,331440,0
5.5,0.5,5,0,124159,0
12.5,1.17,5,6.33,209520,0
41,5.5,25,10.5,127118,0
7,0,5,2,324772,997535
19,-5.75,5,19.75,212469,0
23.5,-1,5,19.5,307793,0
15.5,0.75,5,9.75,304672,0
9.5,-1.5,5,6,108622,0
14.5,1.62,5,7.88,221625,998272
12.5,2.42,5,5.08,101954,993441
11,0.08,5,5.92,321387,0
17.5,-13.5,5,26,124544,0
16,0,5,11,307318,992349
9.5,1.5,5,3,330104,0
6.5,1.5,5,0,223452,999233
8.5,1.25,5,2.25,221623,0
18.5,-5,10,13.5,300268,991025
9,2,5,2,319276,997464
10.5,1.25,5,4.25,324023,991881
16.5,1.5,5,10,118370,0
17.5,0.5,10,7,321774,0
18,2,5,11,301747,0
17,3.67,10,3.33,211319,0
27.5,-0.63,15,13.13,325528,0
12.5,1.25,5,6.25,204036,991419
13.5,-2.75,5,11.25,128012,0
13,2.5,5,5.5,310740,0
23,-3.67,10,16.67,110259,0
24.5,0,10,14.5,306471,0
16.5,-1.6,5,13.1,323091,0
20.5,2.25,10,8.25,116506,0
36,-30.5,5,61.5,325661,0
22,-4,5,21,225604,0
26,3.17,15,7.83,214333,0
14,0,5,9,109918,0
18.5,0,10,8.5,312604,0
17,-2.17,5,14.17,115959,0
8,1.5,5,1.5,110679,0
9,-1.75,5,5.75,125973,0
26,-2.75,15,13.75,309947,0
12,1.33,5,5.67,227758,0
21.5,0.83,10,10.67,219185,999369
9.5,0.75,5,3.75,208619,0
14,-3,5,12,211173,0
17.5,-0.38,5,12.88,119545,0
36,3.65,20,12.35,111144,0
22.5,-7.04,5,24.54,319727,998846
29.5,-20,5,44.5,224034,0
16.5,1.17,10,5.33,326031,0
11,0.5,5,5.5,114642,0
15,-1.67,5,11.67,221221,0
22.5,-3.5,10,16,122236,0
22,-16.75,5,33.75,105527,0
23.5,0.25,10,13.25,112298,0
10,2.33,5,2.67,203135,0
24.5,-3.2,10,17.7,104240,0
10.5,1.75,5,3.75,225494,0
12,0.67,10,1.33,127260,0
20,1.33,10,8.67,104629,0
13.5,0.5,10,3,229986,0
27,-3,10,20,100291,0
28,0,10,18,130713,0
13.5,-1,5,9.5,222375,0
16.5,1.62,5,9.88,207465,0
16.5,-1.17,5,12.67,317328,0
19,-1.33,5,15.33,119576,995665
15.5,1.33,10,4.17,110369,0
24.5,1.75,15,7.75,230559,0
7,0.25,5,1.75,305074,0
17.5,-1.33,5,13.83,210693,995729
27.5,-7,5,29.5,226939,996774
21,0.75,15,5.25,114348,0
11.5,1.25,5,5.25,213694,0
10,3,5,2,217677,0
34.5,1.32,20,13.18,125846,0
19.5,0.5,10,9,106294,0
14,-3.5,5,12.5,124767,999467
12,0,5,7,208362,0
14.5,-0.5,5,10,121858,0
10.5,-1.5,5,7,209123,0
13.5,0.75,5,7.75,229731,0
12,1,5,6,113198,0
21.5,-3.2,10,14.7,212838,0
26,-5.5,15,16.5,207208,0
11.5,1.33,5,5.17,220250,995287
15.5,-1.5,10,7,328814,0
16.5,1.5,10,5,330731,0
15,1.33,10,3.67,319866,0
17,-1.5,5,13.5,211078,999075
21,-4,10,15,102341,0
37.5,-2.6,15,25.1,112596,0
11,0.33,5,5.67,211738,991390
40.5,-12.3,15,37.8,322688,0
10,0,5,5,304307,0
11,2,5,4,131047,0
15.5,2.67,10,2.83,327180,0
17.5,2.67,10,4.83,317855,999034
13,-0.67,5,8.67,208789,0
14,-0.75,5,9.75,101191,0
14,1.75,5,7.25,102645,999768
19.5,-13,5,27.5,227157,0
38,-3,10,31,219466,0
19.5,4.5,15,0,204816,0
28.5,-2.8,10,21.3,128667,995745
20,2.8,10,7.2,127372,997397
22,-0.8,10,12.8,311111,0
22.5,-6.5,5,24,202628,0
23,-6,5,24,311691,0
12.5,2.5,10,0,322326,0
26,-2,15,13,214312,0
17.5,1.87,5,10.63,122066,999937
24,5,15,4,201325,0
16,1.5,5,9.5,104229,0
19.5,-1.25,5,15.75,108970,998297
19,0,5,14,308182,0
12.5,1.83,5,5.67,206329,0
31.5,-7.26,10,28.76,114631,0
13.5,-0.5,5,9,117016,0
11,-1.5,5,7.5,119203,991764
10.5,-2.25,5,7.75,120050,994227
10,1,5,4,307160,994609
11,0,5,6,101462,998357
12.5,0.17,5,7.33,317955,996426
20.5,-5.13,5,20.63,325804,999605
13,0.5,5,7.5,100090,996244
22.5,-0.57,10,13.07,305063,0
28.5,-6.7,10,25.2,331266,0
17,2.33,10,4.67,219742,0
24,2,10,12,308501,998180
16,-12,5,23,315768,0
9,1.33,5,2.67,315550,993813
10.5,2.25,5,3.25,330877,0
7,0,5,2,109001,0
27,-1.63,15,13.63,129137,0
12,0.5,5,6.5,108108,0
11,0,5,6,124092,996359
27,-4,10,21,225187,997317
15.5,1.17,5,9.33,125952,0
15,0,5,10,217433,0
27.5,0.7,15,11.8,318594,0
15,1.67,10,3.33,100435,0
28.5,-15.5,5,39,104608,0
35,2.6,20,12.4,314383,997550
17.5,1.33,5,11.17,115938,0
37,0.2,20,16.8,317440,0
22.5,0.5,10,12,317317,0
36.5,-11.63,10,38.13,230538,0
16,0,5,11,317715,990997
20,2.75,15,2.25,106077,0
8.5,1.25,5,2.25,107214,0
26.5,-4,10,20.5,101585,0
25,-0.75,10,15.75,107571,0
18,-1,5,14,118170,0
10,3,5,2,328928,997309
26,2.25,15,8.75,320859,994556
7.5,0.25,5,2.25,212082,0
12,1.33,5,5.67,230007,0
18,-1.83,5,14.83,227084,0
18.5,-9,5,22.5,213539,995634
19,0.75,10,8.25,324527,0
6.5,1.5,5,0,108092,995585
19,0.67,10,8.33,315196,0
27,-3.2,10,20.2,220561,0
12,1.67,5,5.33,221166,0
9,-2,5,6,112094,998720
27.5,-2.5,10,20,102634,0
35,-6,10,31,302004,991742
37,-11.7,10,38.7,116778,0
44.5,6.33,30,8.17,224029,991057
13.5,1,10,2.5,202840,0
16,2,10,4,315957,0
9,-2,5,6,309731,0
16,0.87,5,10.13,207153,0
10,-0.5,5,5.5,107516,0
16,-2.5,5,13.5,301574,0
20,-7.67,5,22.67,318285,0
13,1,10,2,322084,0
17,1.5,10,5.5,105453,0
28.5,-0.1,10,18.6,104597,993991
14.5,1.17,5,8.33,217501,999345
12.5,1.25,5,6.25,102300,0
32,-15,10,37,205366,0
10,1.5,5,3.5,202146,0
30.5,4.5,20,6,103528,0
25,3.67,15,6.33,223749,0
35.5,-8.5,10,34,101859,0
22,-1.5,5,18.5,314691,0
5,0,5,0,209082,0
6.5,1.5,5,0,303366,991269
21,0,10,11,212288,0
20,-3,5,18,320929,0
8,1,5,2,228980,0
21.5,2.5,15,4,213430,990695
15,2,10,3,302724,0
26,-7.63,10,23.63,321627,0
6.5,0,5,1.5,121049,0
14,-1.5,10,5.5,319779,0
11.5,-1.25,5,7.75,105744,0
15,1.25,5,8.75,316616,0
10.5,0.17,5,5.33,313793,0
14.5,0.5,10,4,322777,0
16.5,1.75,5,9.75,221593,996721
13.5,1.83,10,1.67,328010,996692
19.5,1.37,5,13.13,207807,0
27,0,15,12,326875,0
12,2,5,5,306531,0
15.5,-4.5,10,10,323159,0
23.5,-4.17,10,17.67,309522,0
8,1.5,5,1.5,103012,0
18.5,-1.8,5,15.3,105953,0
8,1,5,2,105244,0
16,-1.67,5,12.67,203478,0
17,1.67,10,5.33,316473,0
25,-0.33,10,15.33,204372,0
20,3.5,10,6.5,227448,0
9,1,5,3,302709,0
10,1.5,5,3.5,322600,0
17.5,-4,10,11.5,215313,0
18,3,10,5,110977,0
16.5,0.75,5,10.75,120731,990349
17,2.33,10,4.67,208194,0
14.5,-4,5,13.5,119120,0
16.5,1.08,10,5.42,213526,0
8,1,5,2,224118,993600
18,3.33,10,4.67,322261,0
16,3.5,10,2.5,315579,0
11.5,0.5,5,6,203996,993331
27.5,-4.25,10,21.75,302800,998677
8.5,1.75,5,1.75,112508,0
18.5,0.75,10,7.75,122410,992535
13.5,1.83,5,6.67,101359,0
18,2,10,6,221353,994935
17.5,-1,5,13.5,217298,990068
17.5,-3,5,15.5,202190,996206
11.5,0.5,5,6,214251,0
15,-1,5,11,329401,0
20.5,-0.75,10,11.25,210121,0
23.5,-3,5,21.5,122937,0
12,0,5,7,212942,0
21,-3,5,19,319294,0
13.5,-2,5,10.5,112967,991788
11,2.5,5,3.5,300402,0
17.5,-1.5,10,9,305922,997095
9,0,5,4,126403,0
16.5,0.67,10,5.83,302090,0
20.5,-0.5,5,16,316998,0
27.5,3,20,4.5,327119,0
17,3.67,10,3.33,329645,0
14.5,1.83,5,7.67,212698,0
16,2.5,5,8.5,229116,996972
15,5,10,0,304975,992895
17.5,1.29,5,11.21,130114,990822
25.5,-2,10,17.5,329170,0
10.5,0.5,5,5,101382,0
8,1,5,2,325320,0
14.5,-3,5,12.5,219785,0
29.5,-3.29,15,17.79,205779,0
25,-1.5,5,21.5,109980,0
16,3,10,3,305397,0
21.5,-6,5,22.5,207958,0
22.5,-6.3,5,23.8,102009,0
8,-0.25,5,3.25,226454,0
9.5,1.5,5,3,228115,0
33.5,-2.67,10,26.17,302945,0
37,-29.4,15,51.4,114031,0
12,-2.25,5,9.25,124335,0
10,1.67,5,3.33,215377,999945
21.5,-2.17,10,13.67,330922,0
24.5,-0.1,5,19.6,327600,0
14,1.5,5,7.5,104434,0
9,2,5,2,328495,0
12.5,-0.17,5,7.67,114871,0
24.5,-16.63,5,36.13,223647,0
23,-6.67,5,24.67,312798,0
12,2,5,5,313380,0
10,1,5,4,304114,0
29,0.25,15,13.75,220276,0
28.5,3.71,20,4.79,305802,0
17,-1.5,5,13.5,302366,0
35,-2.7,15,22.7,107748,0
20,0,5,15,221848,0
12.5,1.17,5,6.33,123181,0
7.5,-1.5,5,4,122061,0
25.5,-3,10,18.5,323583,992125
32,-6.5,10,28.5,217730,0
17,-1.5,5,13.5,102074,991045
17.5,-0.13,5,12.63,317860,0
40.5,-9,10,39.5,301295,0
20,-0.75,5,15.75,305791,995244
6.5,0,5,1.5,301712,0
6.5,1.5,5,0,119095,0
10.5,1.25,5,4.25,222187,0
10.5,1,5,4.5,303745,0
25,-7.33,5,27.33,127667,995467
8.5,0.25,5,3.25,310601,993525
26,3,20,3,331225,0
24,2,15,7,120778,0
19,0.33,5,13.67,128592,0
12.5,-0.75,5,8.25,324409,0
23.5,1.62,15,6.88,220154,0
16,-3,5,14,211974,997255
20.5,-0.5,10,11,125785,0
14.5,0,10,4.5,110224,0
8.5,-1.5,5,5,107545,997793
22,-6.33,5,23.33,120911,0
12.5,1,10,1.5,218239,0
29.5,-8.7,10,28.2,327715,0
21.5,-13.13,5,29.63,321352,0
25,-1,5,21,309621,0
8,0.75,5,2.25,221588,0
32,-10.8,10,32.8,307826,0
20,-5,10,15,307067,0
12,-7.25,5,14.25,302610,0
23,2.33,10,10.67,319925,0
13,1.25,5,6.75,307213,0
18.5,1.5,10,7,213617,0
25,-4.5,15,14.5,205917,0
24.5,0.33,10,14.17,213006,0
22.5,1.62,10,10.88,310026,0
16.5,-2.67,5,14.17,314293,0
15,1.42,5,8.58,310634,0
19,3,10,6,315457,0
13.5,1.5,5,7,123580,0
25,-9.67,10,24.67,315552,994112
14,1.5,5,7.5,114675,992491
24,-10.67,5,29.67,106888,0
38.5,2.9,20,15.6,325174,997624
35,-11.25,10,36.25,301581,0
11,1.2,5,4.8,102625,0
31,2,15,14,228991,0
21,1.67,10,9.33,209614,0
17,-4,5,16,105003,991349
32.5,-9.93,5,37.43,126790,0
9.5,-1.5,5,6,229681,0
31.5,-7,10,28.5,204866,0
12.5,2.5,10,0,208312,0
18.5,-0.13,5,13.63,226181,0
11.5,-0.25,5,6.75,211900,990208
17.5,-5.25,5,17.75,110093,0
26.5,-3,5,24.5,217184,0
13,0.5,10,2.5,104857,0
14.5,-0.5,5,10,224272,997228
20.5,1.75,5,13.75,209971,0
25.5,-5.3,5,25.8,324953,0
15,-0.75,5,10.75,326364,0
17,-4,5,16,216425,0
19.5,-1,5,15.5,202153,0
21.5,-6.38,5,22.88,117670,993209
33,-21,5,49,209073,0
18,-2.2,5,15.2,214638,0
17,1.37,5,10.63,222603,0
19.5,-3.17,5,17.67,115571,992779
15.5,-3.5,5,14,308290,997809
17,-3,5,15,204462,0
17.5,-1.75,5,14.25,312013,0
29,-4,10,23,114430,0
18.5,0.9,5,12.6,212788,0
9.5,0.75,5,3.75,201500,0
10,0.08,5,4.92,317172,0
32,-7.29,5,34.29,303147,0
7.5,-0.5,5,3,202779,0
17.5,-3.67,5,16.17,117718,996075
13,0,5,8,317809,0
17,-0.67,5,12.67,308669,991344
16,0,10,6,112359,998630
11,2.5,5,3.5,226253,0
26.5,-7.63,5,29.13,115566,0
7.5,1,5,1.5,308314,0
11.5,1.33,5,5.17,113865,0
23.5,0.37,10,13.13,112049,0
19.5,-3,5,17.5,202209,0
21,-11.33,5,27.33,329227,0
11,0,5,6,215459,0
17,-1.75,5,13.75,208783,0
39,3.37,25,10.63,318222,0
21.5,5,15,1.5,216926,0
25,-0.33,5,20.33,102569,0
8,1.5,5,1.5,326292,0
18,-9,5,22,114961,0
28,5.75,20,2.25,304854,0
15.5,0.5,10,5,131134,0
17,2,5,10,228919,0
11,0,5,6,125427,0
18.5,-3.75,5,17.25,323301,0
27,3.62,20,3.38,224964,0
11,1.33,5,4.67,127096,0
18.5,-3.5,5,17,217935,996828
21,1.55,10,9.45,127424,999194
13.5,-0.25,5,8.75,230654,994754
10.5,-0.5,5,6,117233,998692
20.5,0.25,15,5.25,210043,0
17.5,2.83,10,4.67,221101,0
10,1.5,5,3.5,222659,0
16,1.37,5,9.63,102367,0
22.5,-3,5,20.5,128250,0
10.5,-9.5,5,15,213211,0
6.5,1.5,5,0,313730,0
29,-1.05,10,20.05,224443,0
23.5,4.5,15,4,100276,0
21.5,-1.33,5,17.83,323712,0
29,3,20,6,301353,0
17,-1.5,10,8.5,302239,998364
15.5,-2,5,12.5,226465,996519
26.5,4.5,15,7,107180,0
15.5,-3,5,13.5,205643,993281
10.5,-0.5,5,6,308148,0
18.5,3.5,15,0,327034,0
22,0.5,5,16.5,128489,0
20,-2.17,5,17.17,209386,0
13,0.83,5,7.17,115325,0
19.5,3,10,6.5,215216,0
12,0.25,5,6.75,300720,996862
22.5,-1.5,5,19,109524,0
23.5,-0.33,15,8.83,312569,997125
16,0.58,10,5.42,322559,998410
12.5,2.5,10,0,220306,995320
10.5,1,5,4.5,124773,0
9,2,5,2,319603,0
6.5,0,5,1.5,206235,0
12,0,5,7,106047,0
18.5,1.5,10,7,317538,0
12.5,-1.83,5,9.33,220862,0
21,0.42,10,10.58,226908,0
11.5,1.5,5,5,204789,0
14,-5.5,5,14.5,110624,0
10,1,5,4,105495,990027
12.5,2.5,10,0,305695,999685
15.5,-3.75,5,14.25,126493,0
19,-1.5,10,10.5,211055,991721
11.5,-1.25,5,7.75,117509,0
24.5,1.29,15,8.21,119189,991717
15,0,5,10,111778,0
15.5,-2.25,5,12.75,330533,991822
32,-3.88,15,20.88,116741,992059
26.5,0.5,15,11,107359,0
19.5,-0.13,5,14.63,302119,998695
20,-7,5,22,209510,0
14,0.5,5,8.5,129452,999576
45.5,-13.88,20,39.38,213535,996834
17,2.33,10,4.67,130426,992300
13.5,-3,5,11.5,122494,999488
30.5,-2.5,15,18,325105,0
17,0.33,5,11.67,213051,0
20,-6.33,10,16.33,122104,0
18.5,-16.17,5,29.67,307256,0
11,-1.5,5,7.5,127719,0
29,-15,5,39,117888,999526
26,-3,10,19,226093,0
29.5,-7.38,5,31.88,316948,0
9.5,-0.5,5,5,326793,0
7,2,5,0,319340,0
21,1.83,15,4.17,219292,994118
20,0,10,10,330513,0
17,0,5,12,121349,0
17,2.33,10,4.67,130340,990126
21,-3.86,5,19.86,111532,0
12.5,-0.5,5,8,208751,0
9.5,1.75,5,2.75,201985,0
15.5,-0.5,5,11,307783,0
5.5,0.5,5,0,203003,0
28.5,-16.7,5,40.2,206359,0
11,-1.5,10,2.5,327702,0
17.5,1.23,5,11.27,315977,994110
18.5,-1.5,5,15,114262,0
28,3,25,0,123412,0
23.5,-0.1,5,18.6,113364,0
15.5,-0.75,5,11.25,325518,0
18.5,2.17,10,6.33,320453,997829
13,1.83,5,6.17,227420,993966
9.5,0.75,5,3.75,213572,0
16.5,0.5,10,6,324799,999763
22,3.83,10,8.17,212892,0
21.5,4.33,15,2.17,317841,0
14.5,2,10,2.5,102207,0
12,2,5,5,224451,998378
8,0.75,5,2.25,223910,0
30.5,1.25,20,9.25,203897,0
30,0.64,15,14.36,129504,0
13.5,-2,5,10.5,121586,0
9,-1,5,5,209553,0
16,2,5,9,330688,997517
5,0,5,0,317798,0
17.5,2.25,10,5.25,108251,993506
13,1.2,5,6.8,221526,0
8,1.5,5,1.5,304833,0
29,-4,10,23,310581,0
33.5,-0.48,15,18.98,225701,0
17,-3,5,15,128237,0
22.5,0.67,10,11.83,216852,991438
16,-8,5,19,118955,991361
25.5,0.04,10,15.46,104902,0
15.5,1,10,4.5,319387,0
37,-5.75,15,27.75,203918,0
11,1,5,5,320019,995494
27.5,0.9,20,6.6,316572,0
13.5,-2,5,10.5,309687,0
14,0.37,5,8.63,321418,0
19.5,-5.5,5,20,111451,0
16,2.33,5,8.67,127504,0
16,-8,5,19,120973,0
16,-1.75,5,12.75,211350,0
37,-9.61,5,41.61,131113,0
13,2,5,6,121099,996211
28.5,-10.9,10,29.4,228002,0
9,1.33,5,2.67,322160,0
16.5,-1.5,10,8,303164,0
17.5,-2.17,5,14.67,214094,0
16,-7.2,5,18.2,109613,0
11,1,10,0,217151,0
8.5,0.17,5,3.33,330657,992354
31,1.25,20,9.75,303208,992130
18.5,1.33,10,7.17,319863,0
15,-8,5,18,203379,0
23,0.55,10,12.45,112038,0
6,1,5,0,124495,992609
18,1.3,10,6.7,330726,0
25.5,-6.17,5,26.67,226599,0
18.5,2.75,10,5.75,320264,0
23.5,-0.9,10,14.4,211579,0
17.5,-0.13,5,12.63,106492,998380
14.5,1.5,10,3,103016,990190
17.5,2.25,10,5.25,203745,0
20.5,-2,5,17.5,215078,0
9,0,5,4,124915,0
19,0,10,9,205199,0
24.5,-0.4,15,9.9,128768,0
13.5,-0.5,5,9,221883,0
12,-1,5,8,104532,0
17.5,-0.17,10,7.67,207095,0
15.5,-6.5,5,17,308002,0
17,1.5,10,5.5,122269,0
12,1.4,5,5.6,213793,0
20,-8,5,23,329614,0
17.5,-25,5,37.5,209667,0
19,0.87,5,13.13,312064,0
18,-2.5,5,15.5,230019,0
13,2,5,6,129481,998967
17,3,10,4,113102,0
16,-3,5,14,323424,0
12,1.5,5,5.5,104401,0
29.5,-3.5,10,23,219818,0
12.5,0.75,5,6.75,110774,0
32.5,2.52,20,9.98,107719,0
14,0,5,9,117651,0
19,1.67,5,12.33,301503,0
13.5,0.62,5,7.88,117901,992615
9,-2,5,6,224864,995046
30,-7.4,5,32.4,327148,0
25,-3.63,10,18.63,106565,0
35.5,-15.5,5,46,330356,0
33,-0.25,15,18.25,115734,0
13.5,0.7,5,7.8,129157,0
25,2.33,15,7.67,218066,0
16,-6,5,17,311747,0
13,1.17,10,1.83,310884,0
24,-11.25,5,30.25,119962,997033
23,-3,10,16,116437,0
30.5,-0.8,10,21.3,202407,0
31.5,-3.92,15,20.42,313150,0
14,0.5,5,8.5,227827,0
16.5,-6.5,5,18,112375,0
18.5,1.54,5,11.96,309838,992362
24,1,15,8,222631,993815
20,-0.33,15,5.33,104056,993454
16.5,1.37,5,10.13,213474,0
20,-1.4,5,16.4,214368,0
31,-1.5,10,22.5,115882,0
17,-0.67,5,12.67,322628,996163
27.5,-11.17,5,33.67,300281,0
22.5,0.87,10,11.63,215194,0
29.5,-7.1,5,31.6,323548,0
15.5,0.42,10,5.08,112256,999407
17,2.5,10,4.5,119003,0
22.5,0.12,5,17.38,104031,991975
37,-22.2,10,49.2,207410,997028
17,-3,5,15,319157,0
16.5,-1.5,10,8,100964,0
23.5,2.3,10,11.2,229440,0
11.5,1.5,5,5,124208,0
20,2.5,15,2.5,130235,0
9,2,5,2,316850,0
11.5,-2.17,5,8.67,207412,0
13.5,1.33,5,7.17,222131,991255
32,-3.5,5,30.5,315497,991468
22.5,-4.3,10,16.8,305685,0
12,0,5,7,109566,0
25.5,-11.5,5,32,308579,0
15.5,-8.5,5,19,107142,0
31,4.37,20,6.63,314052,0
17.5,1.33,10,6.17,224533,0
22,-3.5,5,20.5,116721,991354
22.5,2.4,10,10.1,110571,0
13,0.83,5,7.17,311636,0
18.5,-0.38,5,13.88,220577,996906
15.5,-1.5,5,12,328487,0
13.5,0.83,5,7.67,218105,0
13.5,1.5,10,2,323645,0
18,-1.75,10,9.75,212690,0
20,2,10,8,125474,0
19.5,0.17,10,9.33,200730,992737
20.5,-1.75,10,12.25,115773,0
24,-6,15,15,315089,0
37,-15.5,5,47.5,111647,0
22.5,0.63,10,11.87,313388,0
41.5,0.57,25,15.93,330335,0
15,-1.5,5,11.5,322468,991338
21,1.7,10,9.3,202288,0
