ConcertID,Artist,Concert Date,Concert,Venue,Location
233,Ed Sheeran,6/23/2015,SummerFest 2015,Milwaukee Summerfest,"Milwaukee, WI"
234,Ed Sheeran,6/23/2015,SummerFest 2015,Milwaukee Summerfest,"Milwaukee, WI"
236,Ed Sheeran,6/23/2015,SummerFest 2015,Milwaukee Summerfest,"Milwaukee, WI"
237,Ed Sheeran,6/23/2015,SummerFest 2015,Milwaukee Summerfest,"Milwaukee, WI"
239,Ed Sheeran,6/23/2015,SummerFest 2015,Milwaukee Summerfest,"Milwaukee, WI"
914,Ed Sheeran,5/10/2013,Ed Sheeran / Nikki Williams,The Rave/Eagles Club,"Milwaukee, WI"
915,Ed Sheeran,5/10/2013,Ed Sheeran / Nikki Williams,The Rave/Eagles Club,"Milwaukee, WI"
916,Ed Sheeran,5/10/2013,Ed Sheeran / Nikki Williams,The Rave/Eagles Club,"Milwaukee, WI"
1208,Ed Sheeran,9/11/2012,Ed Sheeran,Turner Hall Ballroom,"Milwaukee, WI"
1209,Ed Sheeran,9/11/2012,Ed Sheeran,Turner Hall Ballroom,"Milwaukee, WI"
161,Ed Sheeran,10/20/2018,Ed Sheeran Divide World Tour,U.S. Bank Stadium,"Minneapolis, MN"
162,Ed Sheeran,10/20/2018,2018 North American Stadium Tour,US Bank Stadium,"Minneapolis, MN"
163,Ed Sheeran,10/20/2018,Divide tour,US Bank Stadium,"Minneapolis, MN"
396,Ed Sheeran,9/15/2014,Ed Sheeran,Target Center,"Minneapolis, MN"
397,Ed Sheeran,9/15/2014,Ed Sheeran,Target Center,"Minneapolis, MN"
398,Ed Sheeran,9/15/2014,Ed Sheeran,Target Center,"Minneapolis, MN"
487,Ed Sheeran,9/15/2014,Ed Sheeran,Target Center,"Minneapolis, MN"
1189,Ed Sheeran,9/26/2012,VH1 You Oughta Know Presents Ed Sheeran,State Theatre,"Minneapolis, MN"
2188,Ed Sheeran,9/16/2015,Ed Sheeran / Christina Perri,Excel Energy Center,"Minneapolis, MN"
2094,Ed Sheeran,6/14/2017,Ed Sheeran / Antonio Lulic,Auditorio Citibanamex,"Monterrey,"
1406,Ben Howard,1/31/2015,Ben Howard,MTELUS,"Montreal, QC"
1567,Ben Howard,8/2/2013,Osheaga Festival 2013,Parc Jean-Drapeau,"Montreal, QC"
1576,Ben Howard,8/2/2013,Osheaga Festival 2013,Parc Jean-Drapeau,"Montreal, QC"
1672,Ben Howard,8/2/2013,Osheaga Music Festival,Jean Drapeau Parc,"Montreal, QC"
1978,Ed Sheeran,7/19/2017,% Tour,Centre Bell,"Montreal, Quebec"
46,Ben Howard,6/29/2018,Montreux Jazz Festival 2018,Unknown venue,"Montreux,"
1392,Ben Howard,5/30/2015,Ben Howard,Hordern Pavillion,"Moore Park, NSW"
12,Ben Howard,10/1/2018,Ben Howard / Wye Oak,Red Rocks Amphitheatre,"Morrison, CO"
119,Ed Sheeran,6/30/2015,X Tour,Red Rocks Amphitheatre,"Morrison, CO"
837,Ben Howard,10/2/2015,Ben Howard / Daughter,Red Rocks Amphitheatre,"Morrison, CO"
351,Ed Sheeran,11/17/2014,Ed Sheeran,Olympiahalle,"Munich, DE"
1416,Ben Howard,11/28/2014,Ben Howard,"Zenith, Die Kulturhalle","Munich, DE"
1004,Ed Sheeran,7/30/2018,Ed Sheeran,Olympiastadion,"Munich, Germany"
1005,Ed Sheeran,7/29/2018,Ed Sheeran / Jamie Lawson / Anne Marie,Olympiastadion,"Munich, Germany"
1417,Ben Howard,11/28/2014,Ben Howard,Zenith,"Munich, Germany"
170,Ed Sheeran,10/6/2018,Ed Sheeran / Snow Patrol,Nissan Stadium,"Nashville, TN"
1290,Ed Sheeran,3/7/2012,Better With U Tour,Bridgestone Arena,"Nashville, TN"
1631,Ed Sheeran,10/7/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville, TN"
1634,Ed Sheeran,10/6/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville, TN"
1635,Ed Sheeran,10/6/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville, TN"
1636,Ed Sheeran,10/6/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville, TN"
1637,Ed Sheeran,10/6/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville, TN"
76,Ed Sheeran,9/13/2015,x tour,Bridgestone Arena,"Nashville,TN"
169,Ed Sheeran,10/6/2018,Ed Sheeran / Snow Patrol / Lauv,Nissan Stadium,"Nashville,TN"
489,Ed Sheeran,9/14/2014,Ed Sheeran / Rudimental (DJ Set),Bridgestone Arena,"Nashville,TN"
490,Ed Sheeran,9/13/2014,Ed Sheeran,Bridgestone Arena,"Nashville,TN"
715,Ed Sheeran,9/19/2013,The Red Tour,Bridgestone Arena,"Nashville,TN"
1089,Ed Sheeran,1/22/2013,Ed Sheeran,Ryman Auditorium,"Nashville,TN"
1090,Ed Sheeran,1/22/2013,Ed Sheeran,Ryman Auditorium,"Nashville,TN"
1285,Ed Sheeran,4/3/2012,Snow Patrol / Ed Sheeran,Ryman Auditorium,"Nashville,TN"
1632,Ed Sheeran,10/7/2017,Ed Sheeran,Bridgestone Arena,"Nashville,TN"
1633,Ed Sheeran,10/6/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville,TN"
1638,Ed Sheeran,10/6/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville,TN"
582,Ed Sheeran,6/20/2014,Southside Festival 2014,take-off GewerbePark,"Neuhausen ob Eck, Germany"
583,Ed Sheeran,6/20/2014,Southside Festival,Take Off Park,"Neuhausen ob Eck, Germany"
881,Ben Howard,6/23/2015,Southside Festival 2015,Take Off Park,"Neuhausen ob Eck, Germany"
1260,Ed Sheeran,6/22/2012,Southside Festival,take-off GewerbePark,"Neuhausen ob Eck, Germany"
154,Ed Sheeran,11/1/2018,Divide Tour,Mercedes-Benz Superdome,"New Orleans, LA"
155,Ed Sheeran,10/31/2018,Ed Sheeran / Snow Patrol / Lauv,Mercedes-Benz Superdome,"New Orleans, LA"
418,Ed Sheeran,4/24/2015,New Orleans Jazz & Heritage Festival 2015,New Orleans Jazz & Heritage Festival,"New Orleans, LA"
419,Ed Sheeran,4/24/2015,New Orleans Jazz & Heritage Festival 2015,Fair Grounds Race Course,"New Orleans, LA"
10,Ben Howard,10/12/2018,Ben Howard,Manhattan Center Hammerstein Ballroom,"New York, NY"
260,Ed Sheeran,5/31/2015,Ed Sheeran / Foy Vance,Barclay's Center,"New York, NY"
280,Ed Sheeran,5/31/2015,Ed Sheeran,Barclay's Center,"New York, NY"
288,Ed Sheeran,5/29/2015,GMA Summerstage concert series,Central Park Summerstage,"New York, NY"
290,Ed Sheeran,5/29/2015,Good Morning America Summer Concert Series,Rumsey Playfield,"New York, NY"
494,Ed Sheeran,9/10/2014,America's Got Talent,Radio City Music Hall,"New York, NY"
570,Ed Sheeran,7/4/2014,Ed Sheeran,Today Show Plaza,"New York, NY"
590,Ed Sheeran,6/14/2014,Ed Sheeran / Finish Ticket,Hammerstein Ballroom,"New York, NY"
591,Ed Sheeran,6/14/2014,Ed Sheeran,Manhattan Center Hammerstein Ballroom,"New York, NY"
592,Ed Sheeran,6/14/2014,Ed Sheeran,Hammerstein Ballroom,"New York, NY"
593,Ed Sheeran,6/14/2014,Ed Sheeran / Finish Ticket,Manhattan Center Hammerstein Ballroom,"New York, NY"
594,Ed Sheeran,6/14/2014,Ed Sheeran,Hammerstein Ballroom,"New York, NY"
595,Ed Sheeran,6/14/2014,Ed Sheeran,Hammerstein Ballroom,"New York, NY"
596,Ed Sheeran,6/14/2014,Ed Sheeran,Hammerstein Ballroom,"New York, NY"
597,Ed Sheeran,6/14/2014,Ed Sheeran / Finish Ticket,Hammerstein Ballroom,"New York, NY"
598,Ed Sheeran,6/14/2014,Ed Sheeran / Finish Ticket,Hammerstein Ballroom,"New York, NY"
599,Ed Sheeran,6/14/2014,Ed Sheeran,Manhattan Center Hammerstein Ballroom,"New York, NY"
600,Ed Sheeran,6/14/2014,Ed Sheeran,Manhattan Center Hammerstein Ballroom,"New York, NY"
626,Ed Sheeran,6/10/2014,MTV,MTV Studios,"New York, NY"
648,Ed Sheeran,6/4/2014,Ed Sheeran / Finish Ticket,Hammerstein Ballroom,"New York, NY"
649,Ed Sheeran,6/4/2014,Ed Sheehan,Hammerstein Ballroom,"New York, NY"
660,Ed Sheeran,11/7/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
661,Ed Sheeran,11/7/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
662,Ed Sheeran,11/7/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
663,Ed Sheeran,11/7/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
664,Ed Sheeran,11/7/2013,+,Madison Square Garden,"New York, NY"
666,Ed Sheeran,11/7/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
667,Ed Sheeran,11/4/2013,VH1 You Oughta Know Concert,Roseland Ballroom,"New York, NY"
668,Ed Sheeran,11/1/2013,Ed Sheeran / Tori Kelly,Madison Square Garden,"New York, NY"
669,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
670,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
671,Ed Sheeran,11/1/2013,+,Madison Square Garden,"New York, NY"
672,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
673,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
694,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
695,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
696,Ed Sheeran,11/1/2013,+,Madison Square Garden,"New York, NY"
697,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
699,Ed Sheeran,11/1/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
700,Ed Sheeran,10/31/2013,Ed Sheeran / Antonio Lulic,Mercury Lounge,"New York, NY"
701,Ed Sheeran,10/31/2013,Ed Sheeran,Mercury Lounge,"New York, NY"
702,Ed Sheeran,10/29/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
703,Ed Sheeran,10/29/2013,Ed Sheeren,Madison Square Garden,"New York, NY"
704,Ed Sheeran,10/29/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
705,Ed Sheeran,10/29/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
706,Ed Sheeran,10/29/2013,Ed Sheeran / Snow Patrol,Madison Square Garden,"New York, NY"
707,Ed Sheeran,10/29/2013,+,Madison Square Garden,"New York, NY"
708,Ed Sheeran,10/29/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
709,Ed Sheeran,10/29/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
710,Ed Sheeran,10/16/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
711,Ed Sheeran,10/16/2013,Ed Sheeran,Madison Square Garden,"New York, NY"
712,Ed Sheeran,10/10/2013,Ed Sheehan,Madison Square Garden,"New York, NY"
713,Ed Sheeran,10/10/2013,Ed Sheeran / Snow Patrol,Madison Square Garden,"New York, NY"
716,Ed Sheeran,9/15/2013,TJ Martell Foundation,Roseland Ballroom,"New York, NY"
785,Ed Sheeran,7/12/2013,The Today Show,NBC Studios at 30 Rockefeller Center,"New York, NY"
842,Ben Howard,9/28/2015,Ben Howard / Daughter,Radio City Music Hall,"New York, NY"
843,Ben Howard,9/28/2015,Ben Howard & Daughter,Radio City Music Hall,"New York, NY"
844,Ben Howard,9/28/2015,Ben Howard,Radio City Music Hall,"New York, NY"
854,Ben Howard,9/25/2015,Ben Howard / Daughter,Radio City Music Hall,"New York, NY"
927,Ed Sheeran,5/3/2013,#BeIlluminated,The Box,"New York, NY"
939,Ed Sheeran,4/13/2013,The Artists Den,New York Society for Ethical Culture,"New York, NY"
947,Ed Sheeran,3/29/2013,Fresh 102.7 Up Close and Personal,City Winery,"New York, NY"
1079,Ed Sheeran,1/30/2013,Ed Sheeran / Foy Vance / Rizzle Kicks,Radio City Music Hall,"New York, NY"
1080,Ed Sheeran,1/30/2013,Rizzle Kicks / Ed Sheeran,Radio City Music Hall,"New York, NY"
1081,Ed Sheeran,1/30/2013,Ed Sheeran,Radio City Music Hall,"New York, NY"
1132,Ed Sheeran,12/7/2012,Z100's Jingle Ball 2012,Madison Square Garden,"New York, NY"
1133,Ed Sheeran,12/7/2012,Z100 Jingle Ball,Madison Square Garden,"New York, NY"
1134,Ed Sheeran,12/7/2012,Jingle Ball,Madison Square Garden,"New York, NY"
1146,Ed Sheeran,12/3/2012,One Direction,Madison Square Garden,"New York, NY"
1147,Ed Sheeran,12/3/2012,One Direction / Ed Sheeran,Madison Square Garden,"New York, NY"
1148,Ed Sheeran,12/3/2012,One Direction / Ed Sheeran,Madison Square Garden,"New York, NY"
1149,Ed Sheeran,12/3/2012,Take Me Home Tour,Madison Square Garden,"New York, NY"
1203,Ed Sheeran,9/21/2012,,Terminal 5,"New York, NY"
1204,Ed Sheeran,9/21/2012,Ed Sheeran / Passenger / Selah Sue,Terminal 5,"New York, NY"
1266,Ed Sheeran,6/11/2012,Ed Sheeran / Rosi Golan,The Bowery Ballroom,"New York, NY"
1282,Ed Sheeran,4/13/2012,Snow Patrol / Ed Sheeran,Terminal 5,"New York, NY"
1283,Ed Sheeran,4/13/2012,Snow Patrol / Ed Sheeran,Terminal 5,"New York, NY"
1407,Ben Howard,1/30/2015,Ben Howard,Hammerstein Ballroom,"New York, NY"
1408,Ben Howard,1/30/2015,Ben Howard,Hammerstein Ballroom,"New York, NY"
1617,Ed Sheeran,1/30/2018,Elton John: I'm Still Standing - A GRAMMY Salute,Theatre at Madison Square Garden,"New York, NY"
1620,Ed Sheeran,12/8/2017,Z100's Jingle Ball,Madison Square Garden,"New York, NY"
1621,Ed Sheeran,12/8/2017,Z100 Jingle Ball,Madison Square Garden,"New York, NY"
1622,Ed Sheeran,12/8/2017,Z100's Jingle Ball NYC,Madison Square Garden,"New York, NY"
1641,Ed Sheeran,10/2/2017,Ed Sheeran,Times Square,"New York, NY"
1676,Ben Howard,7/29/2013,Ben Howard / Michael Kiwanuka,Central Park Summerstage,"New York, NY"
1678,Ben Howard,7/29/2013,Ben Ho?ward / Michael Kiwanuka,"SummerStage, Central Park","New York, NY"
1815,Ben Howard,2/12/2013,Mumford & Sons / Ben Howard / HAIM,Barclay's Center,"New York, NY"
1816,Ben Howard,2/11/2013,2013 Tour,Terminal 5,"New York, NY"
1819,Ben Howard,2/6/2013,Mumford & Sons / Ben Howard / The Felice Brothers,Barclay's Center,"New York, NY"
1900,Ben Howard,3/29/2012,"Communion Presents 2012 The Austin to Boston: Ben Howard, The Staves, Nathaniel Ratecliff and Bear's Den",Mercury Lounge,"New York, NY"
2017,Ed Sheeran,3/8/2017,Ed Sheeran,Today Show Plaza,"New York, NY"
2018,Ed Sheeran,3/6/2017,Ed Sheeran,The Studio at Webster Hall,"New York, NY"
2078,Ed Sheeran,7/6/2017,The Today Show Concert Series,Rocafeller Center,"New York, NY"
2079,Ed Sheeran,7/6/2017,Ed Sheeran,Today Show Plaza,"New York, NY"
2146,Ed Sheeran,9/28/2015,Global Citizen Festival,Central Park Summerstage,"New York, NY"
2148,Ed Sheeran,9/26/2015,Global Citizen Festival 2015,Great Lawn at Central Park,"New York, NY"
2149,Ed Sheeran,9/26/2015,4th Annual Global Citizen Festival,The Great Lawn - Central Park,"New York, NY"
2150,Ed Sheeran,9/26/2015,Pearl Jam / BeyoncÇ / Ed Sheeran / Coldplay,Central Park Great Lawn,"New York, NY"
2151,Ed Sheeran,9/26/2015,Global Citizen Festival 2015,Great Lawn at Central Park,"New York, NY"
2152,Ed Sheeran,9/26/2015,Global Citizen Festival 2015,Great Lawn at Central Park,"New York, NY"
2153,Ed Sheeran,9/26/2015,Global Citizen Festival 2015,Great Lawn at Central Park,"New York, NY"
2154,Ed Sheeran,9/26/2015,Global Citizen Festival,Great Lawn at Central Park,"New York, NY"
2155,Ed Sheeran,9/26/2015,Global Citizen Festival 2015,Great Lawn at Central Park,"New York, NY"
2156,Ed Sheeran,9/26/2015,Global Citizens Festival,Central Park,"New York, NY"
2157,Ed Sheeran,9/26/2015,Global Citizen Festival 2015,Great Lawn at Central Park,"New York, NY"
2158,Ed Sheeran,9/26/2015,Global Citizen,Central Park Great Lawn,"New York, NY"
2160,Ed Sheeran,9/26/2015,Global Citizen Festival,Great Lawn at Central Park,"New York, NY"
2161,Ed Sheeran,9/26/2015,Global Citizen Festival,Central Park Great Lawn,"New York, NY"
2162,Ed Sheeran,9/26/2015,Global Citizen Festival 2015,The Great Lawn - Central Park,"New York, NY"
283,Ed Sheeran,5/30/2015,x Tour,The Prudential Center,"Newark, NJ"
284,Ed Sheeran,5/30/2015,Ed Sheeran / Foy Vance,Prudential Center,"Newark, NJ"
286,Ed Sheeran,5/30/2015,Ed Sheeran,Prudential Center,"Newark, NJ"
946,Ed Sheeran,3/29/2013,Red Tour,Prudential Center,"Newark, NJ"
948,Ed Sheeran,3/28/2013,Taylor Swift / Ed Sheeran,Prudential Center,"Newark, NJ"
949,Ed Sheeran,3/28/2013,The Red Tour,Prudential Center,"Newark, NJ"
950,Ed Sheeran,3/27/2013,The Red Tour,Prudential Center,"Newark, NJ"
951,Ed Sheeran,3/27/2013,The Red Tour,Prudential Center,"Newark, NJ"
952,Ed Sheeran,3/27/2013,Taylor Swift / Ed Sheeran,Prudential Center,"Newark, NJ"
953,Ed Sheeran,3/27/2013,The Red Tour,Prudential Center,"Newark, NJ"
1468,Ed Sheeran,6/10/2018,Ed Sheeran,St James' Park,Newcastle Upon Tyne
1911,Ben Howard,5/30/2010,Evolution Festival Weekender 2010,"Spillers Wharf, Baltic Square & Ballast Hill",Newcastle Upon Tyne
372,Ed Sheeran,10/25/2014,Ed Sheeran,Metro Radio Arena,"Newcastle Upon Tyne,"
1293,Ed Sheeran,10/15/2011,Ed Sheeran / Rizzle Kicks / Mikill Pane,Northumbria University Students Union,"Newcastle Upon Tyne,"
1912,Ben Howard,5/30/2010,Evolution Festival Weekender 2010,Unknown venue,"Newcastle Upon Tyne,"
1224,Ed Sheeran,8/10/2012,Relentless Boardmasters 2012,Fistral Beach & Watergate Bay,"Newquay,"
1228,Ed Sheeran,7/27/2012,Fuji Rock 2012,Fuji Rock Festival,"Niigata,"
111,Ed Sheeran,7/2/2015,X Tour,Klipsch Music Center,"Noblesville, IN"
112,Ed Sheeran,7/2/2015,Ed Sheeran,Klipsch Music Center,"Noblesville, IN"
117,Ed Sheeran,7/2/2015,Ed Sheeran,Klipsch Music Center,"Noblesville, IN"
118,Ed Sheeran,7/2/2015,Ed Sheeran / Rixton,Ruoff Mortgage Music Center,"Noblesville, IN"
2107,Ed Sheeran,5/2/2017,The ˆ Tour,"The O2 Arena, Greenwich","North Greenwich, London, UK"
220,Ed Sheeran,6/25/2015,Ed Sheeran,Hollywood Bowl,"North Hollywood, CA"
1396,Ben Howard,5/23/2015,Radio 1's Big Weekend 2015,Earlham Park,"Norwich,"
1275,Ed Sheeran,5/4/2012,Snow Patrol / Ed Sheeran,Fox Theater,"Oakland, CA"
1950,Ed Sheeran,8/2/2017,Ed Sheeran,Oracle Arena,"Oakland, CA"
1951,Ed Sheeran,8/2/2017,Ed Sheeran,Oracle Arena,"Oakland, CA"
1952,Ed Sheeran,8/2/2017,Ed Sheeran,Oracle Arena,"Oakland, CA"
1953,Ed Sheeran,8/2/2017,Ed Sheeran,Oracle Arena,"Oakland, CA"
1954,Ed Sheeran,8/2/2017,Ed Sheeran / James Blunt,Oracle Arena,"Oakland, CA"
1955,Ed Sheeran,8/2/2017,Ed Sheeran,Oracle Arena,"Oakland, CA"
1956,Ed Sheeran,8/2/2017,The Divide Tour,Oracle Arena,"Oakland, CA"
1957,Ed Sheeran,8/2/2017,Divide World Tour,Oracle Arena,"Oakland, CA"
1543,Ben Howard,7/10/2014,NOS Alive 2014,Passeio Mar°timo De AlgÇs,"Oeiras, Portugal"
1043,Ed Sheeran,3/26/2013,RED Tour,CenturyLink Center,"Omaha, NE"
1756,Ed Sheeran,9/19/2017,Ed Sheeran / James Blunt,CenturyLink Center,"Omaha, NE"
1764,Ed Sheeran,9/12/2017,Ed Sheeran,Century Link Center,"Omaha, NE"
1765,Ed Sheeran,9/12/2017,Ed Sheeran / James Blunt,CenturyLink Center & Arena,"Omaha, NE"
1766,Ed Sheeran,9/11/2017,Divide tour,Century Link Center,"Omaha, NE"
941,Ed Sheeran,4/11/2013,Ed Sheeran / Taylor Swift,Amway Center,Orlando FL
91,Ed Sheeran,9/8/2015,Ed Sheeran,Amway Center,"Orlando, FL"
93,Ed Sheeran,9/8/2015,Multiply Tour,Amway Center,"Orlando, FL"
94,Ed Sheeran,9/8/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Amway Center,"Orlando, FL"
95,Ed Sheeran,9/8/2015,X Tour,Amway Center,"Orlando, FL"
320,Ed Sheeran,5/4/2015,Chegg Music 101: Ed Sheeran,UCF Fairwinds Alumni Center,"Orlando, FL"
940,Ed Sheeran,4/12/2013,Red Tour,Amway Center,"Orlando, FL"
1214,Ed Sheeran,9/8/2012,Ed Sheeran / Passenger,House of Blues,"Orlando, FL"
1780,Ed Sheeran,8/31/2017,Divide World Tour,Amway Center,"Orlando, FL"
259,Ed Sheeran,6/3/2015,Ed Sheeran / Foy Vance,Canadian Tire Centre,"Ottawa, ON"
349,Ed Sheeran,11/27/2014,Ed Sheeran,Le Bataclan,"Paris,"
1215,Ed Sheeran,8/24/2012,Rock en Seine 2012,Unknown venue,"Paris,"
1218,Ed Sheeran,8/24/2012,Rock en Seine 2012,Unknown venue,"Paris,"
1219,Ed Sheeran,8/24/2012,Rock en Seine 2012,Unknown venue,"Paris,"
457,Ed Sheeran,2/2/2015,Ed Sheeran,ZÇnith de Paris,"Paris, FR"
1216,Ed Sheeran,8/24/2012,Rock en Seine,Domaine National de Saint-Cloud,"Paris, FR"
1217,Ed Sheeran,8/24/2012,Rock en Seine 2012,Unknown venue,"Paris, FR"
1469,Ed Sheeran,6/6/2018,Ed Sheeran / Anne-Marie / Jamie Lawson,Stade De France,"Paris, FR"
1397,Ben Howard,4/29/2015,Ben Howard,Olympia,"Paris, France"
1848,Ben Howard,7/9/2012,Ben Howard,Hìtel de Ville du IIIäme,"Paris, France"
993,Ed Sheeran,8/19/2018,Divide World Tour,Rose Bowl,"Pasadena, CA"
994,Ed Sheeran,8/18/2018,Divide Tour,Rose Bowl,"Pasadena, CA"
995,Ed Sheeran,8/18/2018,Stadium Tour,Rose Bowl Stadium,"Pasadena, CA"
996,Ed Sheeran,8/18/2018,Divide Tour,Rose Bowl Stadium,"Pasadena, CA"
997,Ed Sheeran,8/18/2018,Ed Sheeran / Snow Patrol / Anne-Marie,Rose Bowl,"Pasadena, CA"
998,Ed Sheeran,8/18/2018,2018 North American Stadium Tour,Rose Bowl,"Pasadena, CA"
1478,Ed Sheeran,4/8/2018,Ed Sheeran: Divide Tour,Mall of Asia Concert Grounds,"Pasay City, Philippines"
1482,Ed Sheeran,3/24/2018,Ed Sheeran,Mt Smart Stadium,"Penrose,"
2025,Ed Sheeran,12/12/2015,Ed Sheeran,Mt Smart Stadium,"Penrose,"
421,Ed Sheeran,4/5/2015,Multiply Tour,Perth Arena,"Perth, WA"
422,Ed Sheeran,4/4/2015,Ed Sheeran,Perth Arena,"Perth, WA"
1062,Ed Sheeran,2/23/2013,Ed Sheeran,Challenge Stadium,"Perth, WA"
1063,Ed Sheeran,2/23/2013,Ed Sheeran,HBF Stadium,"Perth, WA"
1615,Ed Sheeran,3/3/2018,Divide World Tour,Optus Stadium,"Perth, WA"
1616,Ed Sheeran,3/3/2018,Divide World Tour,Optus Stadium,"Perth, WA"
2046,Ed Sheeran,12/5/2015,Multiply Tour,nib Stadium,"Perth, WA"
2048,Ed Sheeran,12/2/2015,Multiply Tour,nib Stadium,"Perth, WA"
2049,Ed Sheeran,12/2/2015,Ed Sheeran / Rudimental / Passenger / Foy Vance,nib Stadium,"Perth, WA"
2050,Ed Sheeran,12/2/2015,Ed Sheeran / Rudimental / Passenger / Foy Vance,nib Stadium,"Perth, WA"
1614,Ed Sheeran,3/3/2018,Ed Sheeran,Optus Stadium,"Perth, WA, Australia"
92,Ed Sheeran,9/8/2015,X,Wells Fargo Center,"Philadelphia, PA"
96,Ed Sheeran,9/8/2015,Multiply Tour,Wells Fargo Center,"Philadelphia, PA"
173,Ed Sheeran,9/27/2018,Divide Tour,Lincoln Financial Field,"Philadelphia, PA"
297,Ed Sheeran,5/26/2015,Ed Sheeran / Foy Vance,Mann Center for the Performing Arts,"Philadelphia, PA"
497,Ed Sheeran,9/8/2014,Ed Sheeran,Wells Fargo Center,"Philadelphia, PA"
499,Ed Sheeran,9/8/2014,Ed Sheeran,Wells Fargo Center,"Philadelphia, PA"
569,Ed Sheeran,7/4/2014,Philly 4th of July Jam,Benjamin Franklin Parkway,"Philadelphia, PA"
772,Ed Sheeran,7/20/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Lincoln Financial Field,"Philadelphia, PA"
773,Ed Sheeran,7/20/2013,Taylor Swift / Ed Sheeran / Austin Mahone,Lincoln Financial Field,"Philadelphia, PA"
774,Ed Sheeran,7/20/2013,Taylor Swift / Ed Sheeran / Austin Mahone,Lincoln Financial Field,"Philadelphia, PA"
775,Ed Sheeran,7/19/2013,The Red Tour,Lincoln Financial Field,"Philadelphia, PA"
776,Ed Sheeran,7/19/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Lincoln Financial Field,"Philadelphia, PA"
777,Ed Sheeran,7/19/2013,The Red Tour,Lincoln Financial Field,"Philadelphia, PA"
778,Ed Sheeran,7/19/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Lincoln Financial Field,"Philadelphia, PA"
1139,Ed Sheeran,12/5/2012,Justin Bieber / The Wanted / Ed Sheeran / Olly Murs / Karmin / Cher Lloyd / PSY / OneRepublic / Bridgit Mendler,Wells Fargo Center,"Philadelphia, PA"
1141,Ed Sheeran,12/5/2012,Justin Bieber / PSY / Cher Lloyd / Ed Sheeran / The Wanted / OneRepublic / Bridgit Mendler / Karmin / Olly Murs,Wells Fargo Center,"Philadelphia, PA"
1193,Ed Sheeran,9/23/2012,Ed Sheeran / Passenger / Selah Sue,River Stage at Great Plaza,"Philadelphia, PA"
1194,Ed Sheeran,9/23/2012,Ed Sheeran / Passenger / Selah Sue,River Stage at Great Plaza,"Philadelphia, PA"
1195,Ed Sheeran,9/23/2012,,Festival Pier at Penn's Landing,"Philadelphia, PA"
1196,Ed Sheeran,9/23/2012,Ed Sheeran / Passenger / Selah Sue,River Stage at Great Plaza,"Philadelphia, PA"
1197,Ed Sheeran,9/23/2012,Ed Sheeran / Passenger,River Stage at Great Plaza,"Philadelphia, PA"
1198,Ed Sheeran,9/23/2012,Ed Sheeran,River Stage at Great Plaza,"Philadelphia, PA"
1410,Ben Howard,1/25/2015,Ben Howard,Union Transfer,"Philadelphia, PA"
1842,Ben Howard,9/21/2012,2012 Tour,Union Transfer,"Philadelphia, PA"
1843,Ben Howard,9/21/2012,Ben Howard,Union Transfer,"Philadelphia, PA"
1901,Ben Howard,3/27/2012,Communion Austin to Boston Tour,World Cafe Live,"Philadelphia, PA"
1982,Ed Sheeran,7/12/2017,Divide Tour - Philly Night 1,Wells Fargo Arena,"Philadelphia, PA"
1983,Ed Sheeran,7/12/2017,Divide Tour - Philly Night 2,Wells Fargo Arena,"Philadelphia, PA"
1984,Ed Sheeran,7/11/2017,Divide Tour,Wells Fargo Center,"Philadelphia, PA"
