Comment Split,Category,TempF,TempC,Comment,Tweet Id,Created At
won,Air,66.2,19,James N insists we keep Tweeting. George won the Bill Phipps cup.,1000369258814169089,26/05/2018 13:33:11
remind,Air,66,18.9,Lots of little goslings and cygnets to remind us of nature\'s benevolence,1006818872022925312,13/06/2018 08:41:39
nearing,Air,52,11.1,Back to see the Christo folly is nearing completion. Does anybody like it,1006819828580184064,13/06/2018 08:45:27
not,Air,59,15,Lots of debris in our lovely lake not sure where it has come from,1007176534686347264,14/06/2018 08:22:52
launched,Air,65,18.3,The 5 million pound Christo folly is launched and it floats,1007562213186506753,15/06/2018 09:55:25
trying,Air,64,17.8,A thrilling race as usual with all trying to beat Cedric Guyot to 1st place,1007919534890733569,16/06/2018 09:35:18
telegraph,Air,64,17.8,Official opening of Christo thing and Daily Telegraph asked for our opinions,1008632180719980544,18/06/2018 08:47:06
serpentine,Air,62,16.7,Big party tonight to celebrate opening of Serpentine gallery and Christo thing,1008999482581749761,19/06/2018 09:06:37
behind,Air,62,16.7,What a horrible and disgraceful mess left behind after last nights party,1009356232635879424,20/06/2018 08:44:13
slightly,Air,54,12.2,Ouch a nasty northerly wind made swimming slightly less than 100% enjoyable,1009712110031593473,21/06/2018 08:18:21
birthday,Air,65,18.3,By mistake I appropriated new girl Georgie\'s birthday cake much enjoyed by many,1011526223355408384,26/06/2018 08:26:59
tonight,Air,58,14.4,Serps swimmers and racers should be featured tonight on Channel 4 news,1011899059047673856,27/06/2018 09:08:30
futbol,Air,58,14.4,Channel 4 decided to give preference to futbol rather than serpentine activities,1012249881786880003,28/06/2018 08:22:33
enjoyed,Air,64,17.8,Long may this fabulous weather last - enjoyed by many,1013699021343469568,02/07/2018 08:20:54
luck,Air,68,20,Great to see Natasha back briefly Good luck to Sam M who goes to France tonight,1014793399713566720,05/07/2018 08:49:35
todd,Air,75.2,24,"Congrats: Nick championship, Sam Mould EC, Alice Todd EC relay, Alan 95th Birthday",1015634857714733057,07/07/2018 16:33:14
whom,Air,68,20,"well done to all swimmers, some of whom swam much further than others",1016243138267107328,09/07/2018 08:50:19
past,Air,64,17.8,Don\'t forget the RAF 100 anniversary fly past today at 13h00,1016603829066977281,10/07/2018 08:43:35
bored,Air,62,16.7,Nothing new to report so if you\'re bored read some historical tweets,1017326371939520514,12/07/2018 08:34:42
prizes,Air,68,20,B2B won by Tim Outen with wonderful prizes as usual from the Cleavers. Well done,1018056425296318464,14/07/2018 08:55:41
juliet,Air,68,20,Well done Liz Linda Boris Rob Vanessa Juliet on reaching France safely,1018855691874918400,16/07/2018 13:51:41
weather,Air,71,21.7,Nothing to say except enjoy this fabulous weather as long as it lasts,1022770586752352256,27/07/2018 09:08:04
won,Air,63,17.2,Rosie\'s one mile and a bit race won by Geoff Ranson but well done everyone else,1023130848843980800,28/07/2018 08:59:37
bore,Air,62,16.7,Yet again more work on the Serpentine bore holes in the car park,1023847537139228672,30/07/2018 08:27:29
prizes,Air,64,17.8,Wednesday series won by Katherine Cselko Wonderful prizes from Mike Harris,1024570226858487809,01/08/2018 08:19:12
its,Air,68,20,Car park bore hole is not doing its job so cranes and workmen working hard,1025298491726327808,03/08/2018 08:33:04
won,Air,68,20,The Laura and Jon Tomlinson race was won by Vanessa lots of prizes for the rest,1025668523631304704,04/08/2018 09:03:26
serpentine,Air,74,23.3,Back to the balmy waters of our Serpentine after the hectic weekends activities,1026748929109618689,07/08/2018 08:36:35
butterfly,Air,61,16.1,Robert Hood impressed us all with his butterfly; the only one doing it today,1027482655905001472,09/08/2018 09:12:09
morony,Air,60,15.6,The Percy Clears race won by Matthew Morony and prizes from Clare Doyle,1028209319215595520,11/08/2018 09:19:39
provided,Air,63,17.2,Charlotte repaired Gordon Brodie\'s photo. Colin Hill provided Maltesers,1029658905624887296,15/08/2018 09:19:47
swimmers,Air,63,17.2,Jenny Cleaver\'s birthday but only a few swimmers to celebrate it,1030010115234193408,16/08/2018 08:35:22
alan,Air,60,15.6,Andrew Fuller medley won comfortably by Sean; Alan Mitchell won best backstroke,1030737367068553216,18/08/2018 08:45:13
rain,Air,64,17.8,Perfect summer day; sun followed by torrrential rain but the tea was delicious,1032565758780420096,23/08/2018 09:50:35
wonderful,Air,54,12.2,Andean Trophy race won by James Lythe wonderful prizes from the Luckhurst family,1033273053642465281,25/08/2018 08:41:07
windermere,Air,61,16.1,"Bank holiday weekend swimming included Loch Lomond, Windermere and Beaulieu",1034431222695571456,28/08/2018 13:23:16
rain,Air,57,13.9,So nice to get out of the rain and into the Serpentine water,1034728475465277440,29/08/2018 09:04:27
regular,Air,56,13.3,Yet another gorgeous day enjoyed by both regular and irregular Serpers,1035092630714163201,30/08/2018 09:11:28
delicious,Air,56,13.3,Octavia\'s birthday so lots of noise plus delicious cake from Bee,1036897758404390912,04/09/2018 08:44:24
progress,Air,60,15.6,Autumnal leaves beginnig to float thereby impeding progress,1039429645505060864,11/09/2018 08:25:13
francesca,Air,52,11.1,Some discussion about temperatures meant new member Francesca put on vaseline,1040217210386571267,13/09/2018 12:34:43
commemorative,Air,54,12.2,"Dusty Rhodes race won by Katie H, commemorative speech by Brian T.",1040887562158710784,15/09/2018 08:58:28
simone,Air,60,15.6,Strong wind made it feel colder Poor Simone came off his bike yesterday,1041966926728245248,18/09/2018 08:27:28
absolutely,Air,50,10,What a day  to remember as absolutely nothing to mention,1047414053348491265,03/10/2018 09:12:24
wood,Air,53,11.7,Henry FB won the Cyril and Yvonne Wood memorial race prizes from Paddy B,1048499480277000192,06/10/2018 09:05:30
cant,Air,55,12.8,Rory warranted a positive mention but I can\'t remember why,1050306953589743616,11/10/2018 08:47:46
serps,Air,56,13.3,Despite the rain and the 1/2 marathon Serps swimmers were undeterred,1051410142443515905,14/10/2018 09:51:26
included,Air,52,11.1,usual limited number for a Monday but included some energetic (butter)flyers,1051797566495621120,15/10/2018 11:30:55
taker,Air,54,12.2,Discussion as to whether thermometer or temp taker was more accurate,1052127675106676736,16/10/2018 09:22:39
deter,Air,51,10.6,The increasingly heavy rain still did not deter the faithful from drinking tea,1052485348368896001,17/10/2018 09:03:55
ability,Air,50,10,A new member was impressd by my ability to do a daily tweet,1052849519207927808,18/10/2018 09:11:01
drone,Air,52,11.1,"various punishments were discussed for the Gatwick Drone operator, fingers amputated was one suggestion",1076046770239692800,21/12/2018 09:28:36
hilarious,Air,53,11.7,Boisterous but shivering swimmers provided the usual hilarious Sunday morning entertainment,1076786658496991232,23/12/2018 10:28:39
lost,Air,51,10.6,"Nick won the race and we all lost Gordon, heart and soul of our club",1111971214413705217,30/03/2019 12:39:31
heated,Air,50,10,Guest temperature from Hampton Pool 'tropical blue heated water',1114894194684911622,07/04/2019 14:14:24
nick,Air,54,12.2,Adams took the Cuthbert Cup in the Nick of time on sizzling Saturday,1119650453246152704,20/04/2019 17:14:04
easterly,Air,55,12.8,Eggstended swim enjoyed by many in an Easterly direction,1119949427379195904,21/04/2019 13:02:05
entire,Air,60,15.6,Mavrallous oarsome riverbank holiday to kayak the entire Thames!,1120278981457186817,22/04/2019 10:51:37
colder,Air,51,10.6,All of a sudden the water felt colder but it did not deter swimmers from swimming,1121329322915180544,25/04/2019 08:25:18
gordons,Air,50,10,Thanks Lorraine and all who helped with Gordon's lovely service,1121755204129558528,26/04/2019 12:37:36
elliot,Air,50,10,April the cruellest month over for Tom Elliot who won the Mayday race,1123525839470120961,01/05/2019 09:53:28
photo,Air,51,10.6,Brodie Buoy has become a popular wedding photo destination,1125716627033604096,07/05/2019 10:58:53
cup,Air,50,10,Laure gave no quarter to win Carter's cup a la fin,1127144500630102018,11/05/2019 09:32:44
uppers,Air,50,10,Thanks to all our fantastic plastic cleaner uppers!,1127505238800334849,12/05/2019 09:26:11
feeding,Air,50,10,"Caroline's ginger cake, Sainsburys doughnut sale sparks feeding frenzy",1128960792534179842,16/05/2019 09:50:02
nest,Air,51,10.6,Nos amis traversaient la Manche mais Dimanche nest pas un sunny Sunday,1130050417977634821,19/05/2019 09:59:49
heroic,Air,54,12.2,Bon voyage back to India for our heroic Channel trainee Gaurvi,1130406145636622336,20/05/2019 09:33:21
better,Air,54,12.2,You keep thinking it can't get any better and then it does.,1130781644951052293,21/05/2019 10:25:27
sub,Air,53,11.7,Last chance in Serps to do your sub 60F Channel qualifying swim,1131129613197950976,22/05/2019 09:28:09
voters,Air,54,12.2,Election unpredictable given the number of floating voters at Serps,1131504948959678464,23/05/2019 10:19:36
amongst,Air,56,13.3,On warm sunny days unemployment levels soar amongst Serps members,1131905160681279488,24/05/2019 12:49:54
power,Air,56,13.3,"Great Ron the Con mugshots by Ingrid, Power Cup winner Shelley-Anne",1132214801415987201,25/05/2019 09:20:18
serpie,Air,62,16.7,The end of May. Were she a Serpie all of this would have been avoided.,1134389562170576897,31/05/2019 09:22:02
prizes,Air,68,20,"President's multinational team wins the relays, lovely prizes from Dee",1134794731609890816,01/06/2019 12:12:02
sheet,Air,61,16.1,Simone found a monster crayfish and mega sheet of plastic,1135474337190993921,03/06/2019 09:12:32
race,Air,61,16.1,"Alliott first, Elliot second in the Tankard race. Idiot did not swim.",1136224072449384448,05/06/2019 10:51:43
fingers,Air,59,15,The growing underwater garden is tickling swimmers' fingers,1136563396206387200,06/06/2019 09:20:04
yesterday,Air,60.8,16,If you think it rained a lot yesterday you're delugional,1138394552342130688,11/06/2019 10:36:26
coconut,Air,56,13.3,"You don't get bitten because you use coconut oil. Go on, rub it in.",1138739855595360256,12/06/2019 09:28:32
lake,Air,60.8,16,"Ingrid's Mastaba TShirt very popular today ""Serpentine Lake of Earthly Delights""",1140566476379893760,17/06/2019 10:26:53
forever,Air,66.2,19,"Welcome back Emily, Float on a river forever and ever…",1140942343970938886,18/06/2019 11:20:27
books,Air,62,16.7,"Whoever started Serpentine library, great idea, more books please.",1141297331977035776,19/06/2019 10:51:02
today,Air,64.4,18,3rd race of the Wednesday Tankard Series today won by Mike beers on him @TheVictoriaW2,1141303946285334529,19/06/2019 11:17:19
enjoy,Air,60.8,16,Anna Bardos went Hungary so we could enjoy her luscious cherries,1141994098146103296,21/06/2019 08:59:44
ampamp,Air,63,17.2,A bumper array of prizes from Tony &amp;amp; Christine Radford for the #RadfordMile2019,1142405650850418690,22/06/2019 12:15:06
httpstcob6oclqhxrl,Air,69,20.6,Great piece on our club SSC @Hugh_Author https://t.co/b6oCLQhxrl from 14m20s Enjoy,1143492674776903680,25/06/2019 12:14:33
kate,Air,63,17.2,"4th Race for #WednesdayTankard2019 Won by Simone, Kate won Tankard Cakes by Charlie",1143836578978115585,26/06/2019 11:01:06
httpstcovzfwd9exkf,Air,63,17.2,Swimming with #goslings today in summer sun https://t.co/VzFWD9Exkf,1144198934417563648,27/06/2019 11:00:58
prizes,Air,74,23.3,"Hot Summer Saturday, Clare wins Bradshaw Cup prizes by Leanne Tony 2nd Sarah 3rd",1144921113622962176,29/06/2019 10:50:39
32,Air,74,23.3,Sunny Sunday Serpie Swim today Karin swam 3.2 Karinometres Well done!!,1145269823254990849,30/06/2019 09:56:18
spot,Air,60,15.6,This is for Alan Lacy #RAFCoastalCommand https://t.co/KNxqAEDeUX Spot the Serpentine,1145639953784823813,01/07/2019 10:27:04
birthday,Air,60,15.6,And in other news we celebrated Volker's Birthday with Cake and Champagne,1145775152271151111,01/07/2019 19:24:18
swim,Air,61,16.1,Looks like Andreas is coming for a swim @Hearst_mi in the Serpentine,1146012487239815169,02/07/2019 11:07:23
soon,Air,64,17.8,"#BrodieBuoy mystery solved, it will be returning soon, in deeper water",1146354779783929856,03/07/2019 09:47:32
carpark,Air,70,21.1,#Info No road parking in the Park carpark closes @ 11am this and next weekend,1147127133539577858,05/07/2019 12:56:35
prizes,Air,70,21.1,"Guess who won the Club Championship? Nick, prizes by Judy Thayler",1147445782800424962,06/07/2019 10:02:47
alan,Air,63,17.2,"Wonderful #SSC BBQ and birthday celebration for Alan Lacy, club's #LSM",1147822569141297152,07/07/2019 11:00:00
nearly,Air,64,17.8,"Goosed today by Canadians, the lake was nearly a millpond and big waves",1148524222089695232,09/07/2019 09:28:07
3,Air,72,22.2,"#WednesdaySeries 1st race of #1930PresidentsCup was Katie, 3 more to go",1148908619674660866,10/07/2019 10:55:35
katie,Air,72,22.2,"#WednesdaySeries 1st race of #1930PresidentsCup winner was Katie, 3 more to go",1148927658589396994,10/07/2019 12:11:14
19h,Air,66,18.9,"Well Swum Tom Rutter, our newest #ChannelSwimmer 19h 48m Pilot Lance Oram",1149259364387217409,11/07/2019 10:09:19
tomorrow,Air,68,20,Swim training this morning 4 #BridgeToBridge Race tomorrow https://t.co/Rt8veFncFi,1149612195358990339,12/07/2019 09:31:20
2nd,Air,66,18.9,#BridgeToBridge race today won by Mary Kevin 2nd Expect an epic poem soon,1150005298972766209,13/07/2019 11:33:23
50th,Air,64,17.8,Not only #BastilleDay But also Kate @spicerlife 50th Birthday Bonne Anniversaire,1150355278589759490,14/07/2019 10:44:05
50th,Air,67,19.4,"Tweet delayed by the Lunar Eclipse, and 50th Anniversary of #ManOnTheMoon",1151414903653261312,17/07/2019 08:54:39
its,Air,66,18.9,"2nd Race of #1930PresidentsCup won by Rob, its a beautiful piece of silver!!",1151415675166085120,17/07/2019 08:57:43
httpstcoaea4jc6frr,Air,65,18.3,More Swims in London? go to @SwimWimbledonP1 https://t.co/AEa4jc6Frr,1152151118652346368,19/07/2019 09:40:07
lake,Air,68,20,Good luck to #InTheDuckPoo Team for their Lake Geneva #RelaySwim,1153207027847639040,22/07/2019 07:35:55
5km,Air,70,21.1,#InTheDuckPoo Geneva Relay Team now less than 5km to swim #GoGoGo,1153572673051660288,23/07/2019 07:48:52
ros,Air,74,23.3,"3rd Race #1930PresidentsCup 1st over the line Ros, won by Charlie or Tasha",1153999513327214593,24/07/2019 12:04:58
topos,Air,78,25.6,"Hottest day of the year, any hotter Topo's #NoClothes Rule comes into force",1154447075209166849,25/07/2019 17:43:25
rosie,Air,68,20,#No1 race of the year sponsored by Rosie winner Deirdre https://t.co/a3pv7ttMXd,1155243657987002368,27/07/2019 22:28:46
channelswim,Air,66,18.9,"Congratulations to Superhero Nick, on his 15th #ChannelSwim 12hr58min30",1155433634205245440,28/07/2019 11:03:39
anne,Air,68,20,"Congratulations to the new Windy-mares Laure, Elina, Anne and stallion James",1155962071336411136,29/07/2019 22:03:29
1930presidentscup,Air,66,18.9,Congratulations to Natasha B for winning the #1930PresidentsCup yesterday,1156925906788737025,01/08/2019 13:53:25
swim,Air,66,18.9,Good luck to Cedric for his #LakeZurich Swim this weekend,1157378468256133122,02/08/2019 19:51:44
epic,Air,70,21.1,"Huge thanks, Jeremy and Ingrid for an epic #RiverNeneSwim today",1158140695045181440,04/08/2019 22:20:33
kevin,Air,70,21.1,Congrats #RiverNene winners Sarah Fran Jesse Volker Kevin Rob R,1158307228174245888,05/08/2019 09:22:18
done,Air,66,18.9,"Congrats Sami, Cédric, and Karianne who have done #Zurich26km swim",1158834046857818112,06/08/2019 20:15:41
squirrel,Air,65,18.3,Epic feats keep piling up but only Squirrel can peel a kiwi fruit,1159052094185377797,07/08/2019 10:42:08
chocolate,Air,69,20.6,The vicar couldn't get enough of Simone's chocolate salty balls,1159764643465838593,09/08/2019 09:53:33
whose,Air,61,16.1,"Results day, we all got into Serpentine whose degrees are respected everywhere.",1161932415994126337,15/08/2019 09:27:30
tomorrows,Air,63,17.2,Serps is going to the #Dogs for tomorrow's photo-call for our #4LeggedFriends,1162307124216639488,16/08/2019 10:16:27
4,Air,60,15.6,#WetSwim today Thanks to all the #4LeggedFriends 4 #Photoshoot y'day,1163022664195280896,18/08/2019 09:39:45
today,Air,58,14.4,Swam with a trio of happy cygnets today posed for pics #SwanLake,1163749873679835141,20/08/2019 09:49:25
swans,Air,65,18.3,"Swimmers harassed by a gang of young swans, must be a cygnet ring.",1164132320661712896,21/08/2019 11:09:08
swan,Air,68,20,Swimmers rise in the pecking order as swan attacks continue. It's a bad cygne.,1164480897296605184,22/08/2019 10:14:15
indian,Air,68,20,Luckhursts' sloe gin for fast Paul and Indian summer in the Channel for Gaurvi,1165201818982465536,24/08/2019 09:58:56
best,Air,70,21.1,It's called a bank holiday as it's best spent on the bank of the Serpentine,1165924548501524480,26/08/2019 09:50:48
again,Water,58,14.4,"Oh dear me, will it ever get warm again? Dierdre on very cold warden duty",212524286487969793,12/06/2012 12:38:33
sun,Water,57,13.9,Gordon sang a song to celebrate seeing the sun; smiles all round; more weed,212826983116189697,13/06/2012 08:41:21
tea,Water,58,14.4,2 consecutive days of sunshine! Rosie brought some tea. Richard wore shorts,213214181506285568,14/06/2012 10:19:56
overtook,Water,59,15,Donuts from Neil; apple tart from Frances; I overtook Stuart; a dog barked,213547829157826560,15/06/2012 08:25:44
stuart,Water,61,16.1,"1 mile race, prizes to Norm, Matthew, Neil, Stuart. I wasn\'t last",216456920410759168,23/06/2012 09:05:26
usual,Water,62,16.7,Thanks to brother Jeremy for acting as stand-in. Usual excellent Sunday turn-out,216851979467628544,24/06/2012 11:15:15
frances,Water,64,17.8,Nice to see Tulio back; Ron made tea; Frances and Alex had a chinwag about  men,217901573546844160,27/06/2012 08:45:58
island,Water,68,20,Guesstimates: I am competing in the Round the Island (of Wight)  Yacht Race,218603172510433280,29/06/2012 07:13:52
cats,Water,64,17.8,Nick and Kristy wardening; George and Ted swimming; Cats back; no milk or sugar,219709571810332673,02/07/2012 08:30:18
custard,Water,68,20,Welcome back to Jon B and Ann McA. Custard donuts from Neil. Rain from the sky,221160289595432960,06/07/2012 08:34:56
connor,Water,68,20,"Scratch race, guess who won? Nice to see Connor back; Geoff has a nice scar",221517271179345920,07/07/2012 08:13:27
calshott,Water,67,19.4,"Lovely chocolate hob nobs. Well swum Nick at Calshott, good luck for the channel",222251802005995520,09/07/2012 08:52:13
haydn,Water,66,18.9,Steph has delayed concussion; Mike Olizar has shingles; Haydn forgot his goggles,222603911356354560,10/07/2012 08:11:22
temp,Water,66,18.9,Cassie Patten interviewed by Sky. Ted took the temp. Nick sent a message,222993279615123456,11/07/2012 09:58:35
impey,Water,65,18.3,Ladder is back; Robin did some painting; Peter Impey got a present,223695514858815488,13/07/2012 08:29:01
both,Water,64,17.8,"B2B won by Andrew, backstroke; Nick and Sakura both won the Great river race",224111213615919105,14/07/2012 12:00:51
sunday,Water,64,17.8,"Warmer next week? Boris swims to France on Sunday, Kirsty goes Wednesday",226233379828416512,20/07/2012 08:33:35
swam,Water,72,22.2,"I\'m back. What a  week. 4 Serpers swam to France: Nick, Boris, Kristie, Dierdre",228786375569309696,27/07/2012 09:38:17
won,Water,71,21.7,What a ceremony that was last night. Race won by Eric (who missed his mark)!!,229140982472536064,28/07/2012 09:07:22
being,Water,70,21.1,Stuart interviewed by CNN; Frances told us about being in the opening ceremony,229862244685594624,30/07/2012 08:53:24
holder,Water,68,20,"Welcome to Aaron Peirsol, world 100m backstroke record holder - he swims nicely!",230224804815450113,31/07/2012 08:54:05
lake,Water,68,20,"There are now 14 power boats on the lake, all with &gt;50hp engines.",230586590106370048,01/08/2012 08:51:41
training,Water,68,20,"The first 10km swimmers from Sth Africa were training, blimey are they fast!!",230957597484793856,02/08/2012 09:25:56
tullio,Water,68,20,John\'s relay team swam to France. Fabik and Tullio swam Zurich in under 9 hours,232399383843454977,06/08/2012 08:55:05
swimmers,Water,70,21.1,All back to normal (it\'s Monday so few swimmers). Good luck to Tori,234936741356781568,13/08/2012 08:57:38
congrats,Water,70,21.1,"Buoys back in place, some with Olympic weights. Congrats to Tori for yesterday",235298414647185408,14/08/2012 08:54:48
legacy,Water,70,21.1,"Will won the race. Many new members, Olympic legacy or just the gorgeous sun?",236747116062576640,18/08/2012 08:51:25
nice,Water,72,22.2,Apparently over 200 people in the Lido yesterday; nice and quiet this morning,237470188931526656,20/08/2012 08:44:39
buoy,Water,72,22.2,"Dani found the \""lost\"" weight; Matthew moved a buoy; Cameron swam with Jess",237824403856031744,21/08/2012 08:12:11
rod,Water,70,21.1,James on warden duty; Ron made some tea; Rod borrowed £10 from John,238205636935032832,22/08/2012 09:27:04
weekend,Water,68,20,Raining so it must be the Bank Holiday weekend. Telegraph race so no winners,239293065553125376,25/08/2012 09:28:07
george,Water,68,20,A slightly bearded Boris talked about websites and George talked about Hungary.,240727190134722562,29/08/2012 08:26:49
anna,Water,64,17.8,Huge turnout for G Brutton race won by Anna. Cyril made a presentation to Ron,241819559638757376,01/09/2012 08:47:30
members,Water,65,18.3,We need some wardening as lots of non members swimming. Volunteers please,242920159814225920,04/09/2012 09:40:53
done,Water,65,18.3,Same temperatures as 2010 and 2011. Very well done to Rob\'s swim to France,243263960676175872,05/09/2012 08:27:02
overslept,Water,65,18.3,Happy Birthday Jenny. Steff said Good bye. Mark overslept. Rob talked,245438482405810176,11/09/2012 08:27:48
kevin,Water,61,16.1,"Stuart on warden duty, but no new members. Kevin and Rob had a short swim",248345582467428352,19/09/2012 08:59:35
john,Water,58,14.4,My and Theresa\'s birthdays; Maria\'s race won by John. Sunny but coolish,249438206410518528,22/09/2012 09:21:17
channel,Water,57,13.9,Rob O. has lost 1 stone since his Channel crossing. Jeremy C shivered,250509656986882048,25/09/2012 08:18:51
robert,Water,57,13.9,Most people swam 400 Units of Serpentine Distance. Robert and John swam more.,250877538325377024,26/09/2012 08:40:40
richard,Water,53.5,11.9,"Jenny, Robert and swam 1km; Jon swam 2km. Richard and Helena did less",253412175530582016,03/10/2012 08:32:25
2km,Water,53.5,11.9,"Jenny, Robert and Helena swam 1km; Jon swam 2km. Richard talked sailing",253532551170379776,03/10/2012 16:30:45
smiles,Water,51,10.6,More biscuits than swimmers! And there was milk. Smiles all round,260323753299431424,22/10/2012 10:16:34
sensibly,Water,52,11.1,Pim in his wetsuit; the rest of us sensibly attired. Some people swam 1km,260656082098221057,23/10/2012 08:17:07
brought,Water,52,11.1,"We are running out of tea bags. Helena brought some delicious \""eatables\""",261026478672707584,24/10/2012 08:48:56
bought,Water,52,11.1,"John Tierney talked, Nick borrowed some crocs, Alan bought a cap. Cake from John",261383205612032002,25/10/2012 08:26:27
swims,Water,50,10,This is where the daily comments begin. Robin swims again,269034119034445824,15/11/2012 11:08:27
holiday,Water,53,11.7,Surprise; the sun was out on a Bank Holiday Sunday. Whatever next? Some heat?,338913537302867968,27/05/2013 07:04:18
summer,Water,54,12.2,Could this at last be the beginning of summer? Even the water is warmer,341470629314301953,03/06/2013 08:25:16
buoy,Water,58,14.4,"New thermometer shows dramatic improvement. Fabik \""complained\"" about buoy plac",341843883245850624,04/06/2013 09:08:27
beginning,Water,59,15,"Early warning, the strandy spaghetti type algae is beginning to grow again",342198127434027008,05/06/2013 08:36:05
allow,Water,61,16.1,"A plethora of wetsuiters, Kevin swam slowly to allow Rob to keep up",342565806401540096,06/06/2013 08:57:07
neither,Water,62,16.7,"Rob said he\'d try harder, Kevin agreed, however neither was there to prove it",342918780437032960,07/06/2013 08:19:43
deirdre,Water,59.5,15.3,"John, George and Dani managed their 2 hrs. Deirdre and Tory set off round Manhat",344006294484692992,10/06/2013 08:21:06
others,Water,59,15,George produced delicious chocolate hobnobs. A hint to others to do the same,344747024765300736,12/06/2013 09:24:30
lovely,Water,60,15.6,"Good news, thermometer found. Mark FW knows where. Lovely Terry\'s chocolate",345135240827781121,13/06/2013 11:07:08
alan,Water,59.5,15.3,"Ollie lost a shoe, Mark took the temperature, Alan Mitchell made an appearance",345455180222959616,14/06/2013 08:18:27
trip,Water,64,17.8,I\'m back on duty after wet and windy trip to Wales with lovely swimming,347269438602637313,19/06/2013 08:27:40
gala,Water,65,18.3,Well done the Serps teams at the Bec Gala race 4x100x4 yesterday,347628826232254465,20/06/2013 08:15:45
summer,Water,62,16.7,"Big drama as male swan attacks goslings, unsuccessfully. Summer still not here",349079072334290944,24/06/2013 08:18:31
duties,Water,65,18.3,Thanks to Ted for taking on the temperature duties today,349808389028720640,26/06/2013 08:36:33
1km,Water,63,17.2,"Jaki wore a Channel Swimmer hat, Frances swam 1km, Ted did 800",350171899088736258,27/06/2013 08:41:01
somebody,Water,64,17.8,"Jeremy got the milk, Frances got the sugar, somebody unknown provided biscuits",350526722300579840,28/06/2013 08:10:57
2x,Water,64,17.8,"Lots of Serpers swam at Dover: Alan, Dani 2x Marks, George, 2xJohns etc",351434908041887744,30/06/2013 20:19:46
girls,Water,68,20,Forgot to mention Kevin yesterday who helped Rob\'s girls manage 2 hours,351618246136430593,01/07/2013 08:28:17
year,Water,67,19.4,Water temp the same as this date last year; yesterday was 9th day of sunshine,351978768639852544,02/07/2013 08:20:52
serps,Water,70,21.1,"Summer at last,;new fridge; ugly Darcy in the Serps. Back from Lake Balaton",354156671003664386,08/07/2013 08:35:04
helping,Water,69,20.6,"Big thanks to Simon, Will and Andy for helping with the 300 yard marker buoy",354517861684883456,09/07/2013 08:30:19
georges,Water,68,20,"Jaki wardened, Boris and Will swam, so did George\'s Jessica, nice new fridge",355241955845869568,11/07/2013 08:27:37
river,Water,72,22.2,Seemed rather quiet after the activity at the River Swim yesterday evening,357063355795640322,16/07/2013 09:05:12
project,Water,76,24.4,Lots of Channel swimmers talking about their next project.,357417310392291328,17/07/2013 08:31:41
c,Water,74,23.3,John L. helped out a wounded cyclist; Anthony C. swam 1km,359949760129544192,24/07/2013 08:14:45
doesnt,Water,73,22.8,Small world Mark Phillips knows Roger Stuart but doesn\'t know he Serps swims,360312311136780289,25/07/2013 08:15:23
best,Water,72,22.2,Congratulations to Tullio who got married last month. Best wishes,361047597290500096,27/07/2013 08:57:09
jon,Water,71,21.7,Please send your best wishes for recovery to Jon Benton who is still in hospital,361777965689876480,29/07/2013 09:19:23
horrible,Water,70,21.1,Lots of lovely heavy rain after all this horrible hot weather. Enjoy it!!,362140950308458496,30/07/2013 09:21:45
others,Water,69,20.6,"George managed 2.5km, Ted did 1 mile, we others did less",362491986864914432,31/07/2013 08:36:39
sept,Water,69,20.6,George needs a team for the Hampstead Biathlon Sept 1. Details available from G,362853009878814720,01/08/2013 08:31:13
time,Water,69,20.6,"All the River Nene swimmers had a wonderful time, well done Jeremy and Ingrid",364129592367259649,04/08/2013 21:03:54
almost,Water,69,20.6,"A nice quiet Monday morning, the ducklets are almost full size",364300252234264578,05/08/2013 08:22:03
huge,Water,68,20,Wonderful to see Jon Benton back with a huge smile on his lovely face,365752937189883904,09/08/2013 08:34:30
talk,Water,65,18.3,"Janna on warden duty, Cb\'s from Ted, interesting talk about sailing",369391891571150848,19/08/2013 09:34:24
rain,Water,68,20,"Claire won the race, Nick looked apprehensive, the rain came down",371204317841489920,24/08/2013 09:36:20
boris,Water,66,18.9,"Emily and Frances had a long chat with Boris, I sat and listened, yes really",372654029022957569,28/08/2013 09:36:58
channel,Water,65,18.3,"Well done to all yesterday\'s successes, in the Channel or on land Hampstead",374446177812746240,02/09/2013 08:18:20
russian,Water,66,18.9,Volker wardened. Anthony and Simon breakfasted with a Russian. Mitchell swam,374814062804480000,03/09/2013 08:40:10
season,Water,66,18.9,Is there anybody else happy that the wetsuit season will soon be finished?,375178821454270464,04/09/2013 08:49:36
event,Water,61,16.1,"Surrounded by wetsuiters, mostly Mexican, for the Big Event this Saturday",377366356599275520,10/09/2013 09:42:05
yesterday,Water,59,15,Well done to Boris for his bi-country achievement yesterday,377711590633906176,11/09/2013 08:33:55
clothes,Water,60,15.6,A wonderful display of eccentricity for the All Clothes Race. Great costumes,378814240989384704,14/09/2013 09:35:27
lets,Water,56,13.3,New very Hi-Tec thermometer gifted by John Tierney; let\'s hope it works!,380241673886109697,18/09/2013 08:07:34
jaki,Water,59,15,"Another wonderful morning, everybody on tip top form. Jaki made tea for me. Thks",382779337038372864,25/09/2013 08:11:20
